YAL002W	YMR231W
YNL236W	YOL135C
YNL236W	YOR174W
YNL236W	YPL042C
YNL236W	YPR070W
YNL236W	YPR168W
YNL252C	YNL284C
YNL252C	YOR150W
YNL290W	YOL094C
YNL290W	YOR144C
YNL290W	YOR217W
YNR003C	YOR207C
YNR003C	YOR210W
YNR003C	YOR224C
YNR003C	YPR110C
YNR003C	YPR190C
YOL004W	YPR023C
YOL005C	YOR210W
YOL005C	YOR224C
YOL010W	YPL217C
YOL021C	YOL142W
YOL021C	YOR001W
YOL039W	YOL127W
YOL040C	YOL127W
YOL040C	YOR063W
YOL040C	YPL090C
YOL041C	YOL077C
YOL041C	YOL127W
YOL041C	YOR063W
YOL041C	YOR206W
YOL041C	YOR272W
YOL041C	YPL043W
YOL041C	YPL198W
YOL076W	YPR131C
YOL077C	YOL127W
YOL077C	YOR063W
YOL077C	YOR206W
YOL077C	YOR272W
YOL077C	YPL043W
YOL077C	YPL198W
YOL077C	YPL211W
YOL094C	YOR144C
YOL094C	YOR217W
YOL120C	YOL127W
YOL120C	YOR063W
YOL120C	YOR206W
YOL120C	YPL198W
YOL127W	YOR063W
YOL127W	YOR206W
YOL127W	YPL043W
YOL127W	YPL090C
YOL127W	YPL198W
YOL127W	YPL211W
YOL127W	YPL220W
YOL127W	YPL249C-A
YOL127W	YPR016C
YOL127W	YPR067W
YOL135C	YOR174W
YOL135C	YPL042C
YOL135C	YPR070W
YOL135C	YPR168W
YOL139C	YOR276W
YOL142W	YOR001W
YOL145C	YOR039W
YOL145C	YOR061W
YOL145C	YOR123C
YOL148C	YPL254W
YOR039W	YOR061W
YOR061W	YOR123C
YOR063W	YOR206W
YOR063W	YOR272W
YOR063W	YPL043W
YOR063W	YPL090C
YOR063W	YPL198W
YOR063W	YPL211W
YOR063W	YPL220W
YOR063W	YPL249C-A
YOR063W	YPR016C
YOR063W	YPR189W
YOR136W	YPL235W
YOR157C	YOR362C
YOR174W	YPL042C
YOR174W	YPR070W
YOR174W	YPR168W
YOR204W	YOR361C
YOR204W	YPL081W
YOR204W	YPL090C
YOR204W	YPL249C-A
YOR204W	YPR041W
YOR206W	YOR272W
YOR206W	YPL043W
YOR206W	YPL211W
YOR206W	YPR016C
YOR207C	YOR210W
YOR207C	YOR224C
YOR207C	YPR110C
YOR207C	YPR190C
YOR210W	YOR224C
YOR210W	YOR340C
YOR210W	YOR341W
YOR210W	YPR010C
YOR210W	YPR110C
YOR210W	YPR190C
YOR224C	YOR340C
YOR224C	YOR341W
YOR224C	YPR010C
YOR224C	YPR110C
YOR224C	YPR190C
YOR272W	YPL043W
YOR272W	YPL198W
YOR272W	YPL211W
YOR308C	YPR082C
YOR308C	YPR178W
YOR340C	YOR341W
YOR340C	YPR010C
YOR340C	YPR110C
YOR341W	YPR010C
YOR341W	YPR110C
YOR361C	YPR041W
YPL042C	YPR070W
YPL042C	YPR168W
YPL043W	YPL198W
YPL043W	YPL211W
YPL048W	YPR080W
YPL090C	YPL198W
YPL198W	YPL211W
YPL198W	YPL220W
YPL210C	YPL243W
YPL210C	YPR088C
YPL211W	YPR016C
YPL217C	YPR112C
YPL217C	YPR144C
YPL220W	YPR102C
YPL243W	YPR088C
YPL249C-A	YPR016C
YPL266W	YPR144C
YPR010C	YPR110C
YPR070W	YPR168W
YPR082C	YPR178W
YPR110C	YPR190C
