YMR056C	YLL013C
YJR070C	YKR086W
YJR070C	YNL092W
YHR156C	YMR235C
YOR196C	YDR344C
YKL205W	YJL041W
YKL205W	YKL144C
YKL205W	YGR074W
YKL205W	YNR034W
YKL205W	YER100W
YKL183W	YGR074W
YLR011W	YLR447C
YFL018C	YJR051W
YDR503C	YNR074C
YGR136W	YER125W
YGR136W	YNL189W
YGR136W	YBR108W
YGR136W	YIL108W
YLR438C-A	YER112W
YLR438C-A	YER146W
YLR438C-A	YDR378C
YLR438C-A	YNL147W
YLR438C-A	YLR067C
YLR438C-A	YMR268C
YLR438C-A	YGR091W
YLR438C-A	YDR473C
YLR438C-A	YPR178W
YLR438C-A	YCR066W
YLR438C-A	YBR108W
YLR438C-A	YLR281C
YER112W	YER146W
YER112W	YDR378C
YER112W	YNL147W
YER112W	YDR386W
YER112W	YDR238C
YER112W	YLR275W
YER112W	YLR147C
YER112W	YFL017W-A
YER112W	YDR082W
YER112W	YBR126C
YER112W	YMR304W
YER112W	YIL029C
YER112W	YLL032C
YER112W	YLR269C
YER146W	YDR378C
YER146W	YNL147W
YER146W	YIL048W
YER146W	YOR201C
YER146W	YMR268C
YER146W	YPR178W
YER146W	YBR055C
YER146W	YPL152W
YER146W	YLR275W
YER146W	YLR147C
YER146W	YDL112W
YER146W	YCR024C
YER146W	YJL084C
YDR378C	YNL147W
YDR378C	YMR268C
YDR378C	YGR091W
YDR378C	YLR275W
YDR378C	YLR147C
YDR378C	YLR053C
YDR378C	YMR221C
YDR378C	YJL139C
YNL147W	YMR268C
YNL147W	YPR178W
YNL147W	YBR055C
YNL147W	YLR275W
YNL147W	YDL098C
YNL147W	YDL077C
YPL004C	YDR490C
YPL004C	YBR055C
YPL004C	YPL150W
YPL004C	YPL157W
YPL004C	YPL074W
YGR057C	YIL109C
YNL006W	YCR012W
YNL006W	YER022W
YNL006W	YER093C
YNL006W	YFR039C
YIL094C	YMR308C
YIL094C	YBL039C
YDR034C	YDL247W
YDR034C	YBR057C
YDR034C	YDL085W
YDR034C	YLR328W
YDR034C	YKL068W
YDR034C	YIL145C
YDR034C	YLR191W
YDR034C	YDL065C
YDR034C	YIL045W
YDR034C	YDL138W
YDR034C	YLR105C
YDR034C	YDR023W
YDR034C	YPL138C
YDR034C	YGL169W
YDR034C	YDR259C
YDR034C	YBR144C
YDR034C	YGR111W
YDR034C	YJL185C
YDR034C	YMR187C
YDR034C	YPL114W
YDR034C	YIR026C
YBR115C	YGL154C
YGL086W	YJL030W
YGL086W	YFL008W
YGL086W	YER018C
YJL030W	YNL218W
YJL030W	YER105C
YJL030W	YGL229C
YKL029C	YLR447C
YCR020C-A	YPR051W
YGR289C	YKL154W
YGR289C	YPR028W
YLR163C	YHR120W
YLR163C	YIL066C
YLR163C	YHR069C
YBR185C	YJR063W
YOR197W	YPR154W
YOR197W	YER022W
YOR197W	YBL106C
YOR197W	YDR311W
YDL054C	YAR031W
YDL054C	YBR159W
YDL054C	YGL051W
YDL054C	YGR173W
YKL221W	YOR221C
YKL221W	YMR047C
YNL307C	YOR266W
YNL307C	YDL112W
YNL307C	YDR207C
YNL307C	YIL105C
YMR043W	YER022W
YMR043W	YLR082C
YMR043W	YHR084W
YDR318W	YKL089W
YDR318W	YDL061C
YDR318W	YDL098C
YDR318W	YNL189W
YDR318W	YDL026W
YDR318W	YDL046W
YDR318W	YDL050C
YDR318W	YDL053C
YDR318W	YDL110C
YDR318W	YER084W
YDR318W	YFR054C
YDR318W	YGL239C
YDR318W	YGR018C
YDR318W	YGR146C
YDR318W	YHR189W
YDR318W	YIL141W
YDR318W	YLL037W
YGL201C	YPL093W
YGL201C	YDR427W
YGL201C	YDL185W
YKL150W	YPR154W
YNL173C	YIL128W
YOL126C	YIL128W
YOL126C	YCL043C
YOL126C	YDL147W
YOL126C	YIL108W
YDL078C	YBR055C
YFL016C	YDR128W
YFL016C	YHL045W
YML104C	YDL030W
YML104C	YPR099C
YLR368W	YHR075C
YLR368W	YHR106W
YHR194W	YKR086W
YLR106C	YDR394W
YLR106C	YML029W
YLR106C	YCR072C
YGL197W	YMR308C
YGL197W	YBR225W
YOR174W	YGL127C
YOR174W	YML098W
YBR193C	YMR047C
YBR193C	YGL127C
YBR193C	YER148W
YBR193C	YHR041C
YBR193C	YER022W
YBR193C	YGR104C
YBR193C	YPR086W
YGR121C	YOR321W
YGR121C	YHR140W
YNL210W	YKL142W
YNL210W	YER022W
YNL210W	YDR247W
YLR303W	YNL189W
YIL128W	YER068W
YIL128W	YEL060C
YIL128W	YMR117C
YIL128W	YPL191C
YOL064C	YBR058C
YIR017C	YFL008W
YIR017C	YGL127C
YIR017C	YDR306C
YOR241W	YCR001W
YPL187W	YPR181C
YPL187W	YIL109C
YNL145W	YLR358C
YGR249W	YOL063C
YGR249W	YKL057C
YGR249W	YGR239C
YGR249W	YNL189W
YGR249W	YNL092W
YIR033W	YKL081W
YDL200C	YEL024W
YDL200C	YGR184C
YDL200C	YHR033W
YDL200C	YKL056C
YGL035C	YDR194C
YGL035C	YKL074C
YGL035C	YOL041C
YGL035C	YPL025C
YBR084W	YBL024W
YBR084W	YBL035C
YBR084W	YBR143C
YDR144C	YLR453C
YGL106W	YHR023W
YGL106W	YAL029C
YPR188C	YHR023W
YIL149C	YNL128W
YLL006W	YOR112W
YLL061W	YBR159W
YLL061W	YKL065C
YLR320W	YJL047C
YBR098W	YDR386W
YPL224C	YLR141W
YIR025W	YMR308C
YOR350C	YHL015W
YHR204W	YER126C
YHR204W	YLR321C
YHR204W	YMR304W
YBR015C	YGR260W
YJL186W	YDL138W
YPL050C	YPR154W
YPL050C	YLR447C
YJR131W	YDR235W
YNR059W	YDR427W
YOL063C	YKR086W
YER068W	YNR052C
YOR177C	YOR265W
YOR177C	YOR117W
YOR177C	YHR135C
YJR002W	YDL153C
YJR002W	YER082C
YGL075C	YMR117C
YGL178W	YNR052C
YCL061C	YDL030W
YGL064C	YGR220C
YKL003C	YBR251W
YDR347W	YBR251W
YDR405W	YNL185C
YDR405W	YGR220C
YDR405W	YER154W
YNL005C	YNL284C
YNL005C	YNL185C
YNL005C	YGR220C
YNL005C	YGR091W
YNL005C	YGR162W
YKL142W	YGR086C
YKL142W	YMR165C
YKL142W	YMR210W
YNL284C	YNL252C
YNL284C	YBR282W
YNL284C	YDR322W
YNL284C	YMR225C
YNL284C	YLR439W
YNL284C	YBL024W
YNL284C	YER006W
YNL284C	YOR201C
YNL284C	YDR238C
YDL202W	YER009W
YDL202W	YER022W
YKR006C	YGR220C
YKR006C	YHL045W
YNL252C	YOR344C
YNL185C	YDR322W
YNL185C	YLR439W
YNL185C	YML025C
YKR085C	YGR220C
YGR076C	YGR220C
YDR322W	YGR220C
YDR322W	YJL041W
YDR322W	YGR091W
YKL170W	YGR091W
YMR225C	YGR220C
YLR439W	YGR220C
YLR439W	YGR091W
YGR220C	YER006W
YGR220C	YGL120C
YGR220C	YLR371W
YGR220C	YBR198C
YGR220C	YML025C
YPL013C	YBR251W
YPL013C	YMR047C
YPL013C	YGR185C
YBR251W	YBR146W
YBR251W	YNL137C
YBR251W	YGR091W
YBR251W	YGR170W
YBR251W	YOR243C
YBR251W	YDL138W
YBR251W	YDR041W
YBR251W	YKL155C
YBR251W	YJR101W
YBR251W	YJR113C
YBR251W	YGR162W
YBR251W	YOL115W
YBR251W	YNL186W
YBR251W	YOR205C
YHR005C-A	YOL034W
YHR005C-A	YDL217C
YOR370C	YLR403W
YOR370C	YFL038C
YOR370C	YNL093W
YOL112W	YLL021W
YKR030W	YBL106C
YDL154W	YGL025C
YDL154W	YGL170C
YBR195C	YHR004C
YBR195C	YKR029C
YIR009W	YLR067C
YIR009W	YDL001W
YIR009W	YPR182W
YIR009W	YPL016W
YIR009W	YHR099W
YIR009W	YLR456W
YIR009W	YNL165W
YLR116W	YKL074C
YLR116W	YER013W
YLR116W	YPL016W
YLR116W	YPL105C
YDR194C	YDL213C
YMR023C	YGL236C
YLR203C	YLR447C
YLR203C	YPL019C
YKR080W	YLR147C
YDL044C	YDL116W
YDL044C	YDL030W
YDL044C	YGR056W
YDL044C	YER144C
YGL236C	YMR047C
YBR119W	YDR235W
YBR119W	YFL017W-A
YBR119W	YDR240C
YBR119W	YGR013W
YBR119W	YMR125W
YKL074C	YLR357W
YKL074C	YPL016W
YKL074C	YPL105C
YPL070W	YDR394W
YPL070W	YDR502C
YPL070W	YLR321C
YPL070W	YBL039C
YBR057C	YLR222C
YDR386W	YDL208W
YDR386W	YOL041C
YDR386W	YER006W
YDR386W	YLR196W
YDR386W	YPR181C
YDR386W	YPL129W
YDR386W	YIL148W
YDR386W	YER078C
YDR386W	YMR226C
YDR386W	YNL024C
YDR386W	YDR381W
YMR004W	YBR077C
YHR023W	YAL029C
YAL029C	YMR309C
YAL029C	YMR139W
YDL040C	YML058W
YDR162C	YJL128C
YDR162C	YDL006W
YPL024W	YDR311W
YHR042W	YAL067C
YHR042W	YPL092W
YHR042W	YBR044C
YHR042W	YHR140W
YML031W	YPR021C
YOR372C	YDL203C
YDR176W	YCL010C
YDR176W	YER148W
YDR176W	YHR041C
YDR176W	YER022W
YDR176W	YPR086W
YDR176W	YBR198C
YDR176W	YMR236W
YDR176W	YDR457W
YDR176W	YHR099W
YDR176W	YCR041W
YOL042W	YER022W
YBR212W	YDL167C
YLR138W	YHL010C
YDL002C	YLR357W
YDL002C	YFR037C
YDL208W	YPR178W
YDL208W	YCL037C
YDL208W	YJL109C
YDL208W	YMR310C
YPL174C	YPR165W
YPL174C	YBL106C
YMR309C	YBR079C
YMR309C	YPR086W
YMR309C	YPR041W
YMR309C	YBR058C
YMR309C	YNL047C
YMR309C	YOL087C
YLR351C	YOR327C
YLR328W	YNL189W
YHR077C	YGR072W
YHR077C	YKL023W
YGR089W	YFL008W
YGR089W	YDR146C
YGR089W	YEL043W
YGR089W	YHL010C
YPL093W	YER126C
YPL093W	YKL068W
YPL093W	YDR192C
YPL093W	YAL047C
YPL093W	YHR066W
YPL093W	YPR041W
YPL093W	YOR324C
YOL041C	YDL213C
YOL041C	YDL060W
YDL213C	YGR103W
YDL213C	YDR432W
YDL213C	YER006W
YDL213C	YGL120C
YDL213C	YDR496C
YDL213C	YLR196W
YDL213C	YPL012W
YDL213C	YNL189W
YDL213C	YGR162W
YDL213C	YHR099W
YDL213C	YDL060W
YDL213C	YJL109C
YDL213C	YFR032C
YDL213C	YGL068W
YDL213C	YGR198W
YDL213C	YDR381W
YDL213C	YOR272W
YGR103W	YER006W
YGR103W	YCL054W
YGR103W	YNL189W
YGR103W	YHR066W
YGR103W	YPR041W
YGR103W	YOR272W
YGR103W	YIR026C
YOL144W	YMR047C
YDR432W	YBL017C
YDR432W	YGR054W
YBR170C	YGR048W
YBR170C	YDR259C
YDL167C	YBL081W
YGL111W	YHR066W
YER126C	YER006W
YER126C	YER083C
YER126C	YCR072C
YLR007W	YOL034W
YJL041W	YER009W
YJL041W	YMR047C
YJL041W	YJL061W
YJL041W	YMR308C
YJL041W	YML025C
YJR062C	YDL185W
YER009W	YGL092W
YER009W	YNL189W
YER009W	YER004W
YJL208C	YDL130W
YOR373W	YMR308C
YER006W	YDL060W
YKL068W	YMR047C
YKL068W	YKL057C
YKL068W	YGL092W
YKL068W	YBL079W
YKL068W	YDL116W
YKL068W	YJR042W
YKL068W	YMR308C
YKL068W	YNL243W
YKL068W	YNL189W
YKL068W	YBR216C
YMR047C	YJL061W
YMR047C	YDL116W
YMR047C	YJR042W
YMR047C	YDL065C
YMR047C	YDR490C
YMR047C	YMR308C
YMR047C	YOL146W
YMR047C	YLR196W
YMR047C	YDL081C
YMR047C	YGR056W
YMR047C	YGL229C
YMR047C	YOR213C
YMR047C	YOR329C
YMR047C	YPR181C
YMR047C	YGR009C
YMR047C	YPL083C
YMR047C	YIL074C
YMR047C	YJR134C
YMR047C	YDR510W
YMR047C	YAL047C
YMR047C	YGL170C
YMR047C	YNL204C
YMR047C	YNL189W
YMR047C	YGR080W
YMR047C	YOR344C
YMR047C	YDR207C
YMR047C	YLR090W
YMR047C	YML007W
YMR047C	YHL009C
YMR047C	YBL094C
YMR047C	YBR216C
YMR047C	YBR027C
YMR047C	YBR137W
YMR047C	YBR144C
YMR047C	YBR273C
YMR047C	YDR229W
YMR047C	YDR271C
YMR047C	YGR151C
YMR047C	YHR209W
YMR047C	YIL055C
YMR047C	YJR136C
YMR047C	YJR141W
YMR047C	YKL061W
YMR047C	YKL088W
YMR047C	YLR077W
YMR047C	YLR401C
YMR047C	YLR434C
YMR047C	YMR157C
YMR047C	YOR064C
YMR047C	YNL194C
YMR047C	YNL300W
YMR047C	YNR040W
YMR047C	YNR061C
YMR047C	YNR074C
YMR047C	YOR060C
YMR047C	YOR062C
YMR047C	YOR112W
YMR047C	YOR286W
YMR047C	YOR314W
YKL057C	YGL092W
YKL057C	YDR192C
YKL057C	YDL116W
YGL092W	YER105C
YGL092W	YDR192C
YGL092W	YDL116W
YGL092W	YGR178C
YGL092W	YMR308C
YGL092W	YGL060W
YER105C	YJL061W
YER105C	YFR050C
YBL079W	YJL061W
YJL039C	YLR447C
YDR192C	YDL116W
YDR192C	YJR042W
YDR192C	YMR235C
YDR192C	YPR181C
YDR192C	YNL049C
YDR192C	YNL189W
YDR192C	YAL005C
YDR192C	YNL092W
YJL061W	YLR178C
YJL061W	YEL005C
YJL061W	YKL061W
YDL116W	YJR042W
YDL116W	YJL117W
YDL116W	YCL044C
YDL116W	YHR033W
YDL116W	YOL131W
YJR042W	YMR209C
YJL212C	YFR017C
YPR194C	YGL113W
YPR194C	YBR159W
YBR060C	YLL004W
YLL004W	YGL169W
YDL019C	YER120W
YOR085W	YJL222W
YOR085W	YNR065C
YER154W	YNR003C
YER154W	YPR086W
YPL196W	YOL061W
YHR179W	YHR135C
YHR179W	YOL128C
YHR179W	YPL150W
YPL171C	YHR135C
YBR279W	YDL140C
YBR279W	YKL145W
YBR279W	YGL244W
YBR279W	YGL207W
YBR279W	YGR104C
YBR279W	YPL129W
YER129W	YGL115W
YER129W	YLR420W
YIR006C	YGL094C
YIR006C	YIL095W
YGL094C	YKL025C
YKL025C	YLR447C
YKL025C	YNL092W
YIL145C	YLR447C
YGR178C	YJL035C
YJL128C	YER178W
YJL128C	YDL006W
YJL128C	YLR362W
YBR186W	YGL127C
YIL071C	YBR079C
YIL071C	YDL216C
YIL071C	YOL117W
YIL071C	YDR311W
YER059W	YBR141C
YER059W	YER156C
YER059W	YJL084C
YER059W	YOR392W
YGR101W	YHL021C
YER178W	YMR308C
YLR134W	YHL006C
YLR134W	YLR447C
YLR134W	YLR261C
YLR134W	YHR135C
YLR266C	YNL113W
YGR193C	YNL121C
YER149C	YGL127C
YER149C	YLL021W
YER149C	YMR124W
YOR036W	YPL151C
YOR036W	YBL050W
YOR036W	YBR080C
YOR036W	YBL102W
YOR036W	YMR017W
YOR036W	YLR447C
YOR036W	YDR100W
YOR036W	YGL161C
YOR036W	YFL038C
YLR148W	YMR231W
YLR148W	YDL006W
YLR148W	YOR106W
YLR148W	YLR396C
YLR148W	YDR080W
YLR148W	YAL002W
YPL154C	YLR453C
YMR231W	YDL077C
YMR231W	YLR396C
YMR231W	YDR080W
YMR231W	YAL002W
YKR046C	YDR523C
YBL080C	YCR106W
YBL080C	YMR104C
YOR158W	YBL050W
YOR158W	YLR424W
YLR067C	YJL203W
YNL003C	YLR292C
YNL003C	YMR179W
YDR265W	YLR191W
YDR265W	YDL065C
YDR265W	YAL055W
YLR191W	YGL153W
YLR191W	YNL214W
YLR191W	YGR239C
YLR191W	YDR244W
YLR191W	YLR025W
YLR191W	YLR049C
YGL153W	YNL214W
YGL153W	YDL065C
YGL153W	YDR244W
YGL153W	YGL127C
YNL214W	YDL065C
YNL214W	YDR244W
YDL065C	YAL055W
YDL065C	YJL210W
YDL065C	YDR244W
YDL065C	YDR235W
YDL065C	YLR071C
YDL065C	YMR284W
YDL065C	YMR155W
YGR239C	YLR234W
YGR239C	YDR259C
YGR239C	YOR389W
YJL210W	YDL130W
YDR244W	YGL205W
YNL329C	YML029W
YJL179W	YLR447C
YOL136C	YJL203W
YNL317W	YAL043C
YNL317W	YMR061W
YNL317W	YKL018W
YNL317W	YDR212W
YNL317W	YPR107C
YCR012W	YDL097C
YCR012W	YHR041C
YMR105C	YBR055C
YMR105C	YJL173C
YMR105C	YLR222C
YMR105C	YDR306C
YKL043W	YDR510W
YDL236W	YNL189W
YNL097C	YNL330C
YNL097C	YOL020W
YDL106C	YFR034C
YDL106C	YDR146C
YFR034C	YOL001W
YFR034C	YKL145W
YFR034C	YGL048C
YFR034C	YER148W
YFR034C	YPR086W
YFR034C	YPL122C
YJL117W	YLR018C
YJL117W	YJR010C-A
YJL117W	YGR260W
YJL117W	YKL065C
YJL117W	YHR140W
YJL117W	YBR183W
YJL117W	YPL264C
YDR313C	YIL148W
YML061C	YMR063W
YML061C	YBR198C
YGR086C	YDR490C
YGR086C	YER120W
YGR086C	YLR447C
YGR086C	YPL150W
YGR086C	YPL074W
YPR154W	YBL105C
YPR154W	YPL249C-A
YPR154W	YOR063W
YPR154W	YIL148W
YPR154W	YGR048W
YPR154W	YIL108W
YBL051C	YAR008W
YBL051C	YGL127C
YKL164C	YLR447C
YBL105C	YPR165W
YBL105C	YGR221C
YDR490C	YHR207C
YDR490C	YLR466W
YOR281C	YJL152W
YGL008C	YPL170W
YOR321W	YDL153C
YDL093W	YBR044C
YPL096W	YBR204C
YML069W	YGL207W
YML069W	YOR292C
YBL035C	YNR052C
YBL035C	YIR008C
YBL035C	YDL058W
YCR014C	YOL085C
YLR018C	YNL279W
YLR018C	YKL065C
YLR018C	YHR140W
YLR018C	YPR028W
YLR018C	YBR183W
YNR052C	YIR008C
YNR052C	YER022W
YNR052C	YDL185W
YNR052C	YDR259C
YNL282W	YBR167C
YNL282W	YER022W
YBR257W	YBR167C
YGR030C	YBR167C
YIL114C	YHR140W
YGL205W	YDR128W
YHR075C	YDL134C
YNR032W	YBR187W
YDL134C	YIL021W
YDL134C	YPL152W
YDL134C	YOR014W
YDL134C	YGR161C
YDL134C	YDR523C
YDL134C	YAL016W
YDL134C	YHR135C
YDR075W	YHR084W
YDR075W	YDR212W
YDR075W	YGR192C
YDR075W	YBL046W
YDR075W	YHR033W
YLR014C	YKL072W
YLR014C	YJR119C
YEL060C	YDR523C
YEL060C	YBR280C
YEL060C	YMR104C
YFR050C	YJL047C
YFR050C	YGL011C
YFR050C	YGR067C
YGR135W	YGL011C
YIR008C	YLR453C
YNL279W	YDL210W
YNL279W	YBR159W
YGL053W	YHR140W
YGL053W	YOR059C
YOR323C	YCR079W
YKR086W	YGR173W
YKR086W	YLR118C
YKR086W	YJR127C
YGR006W	YDR088C
YJL203W	YDL030W
YJL203W	YKR090W
YJL203W	YGR074W
YJL203W	YFL017W-A
YJL203W	YCR081W
YJL203W	YBL067C
YER013W	YDR088C
YER013W	YDR167W
YDR243C	YLR183C
YGR091W	YDR473C
YGR091W	YPR178W
YGR091W	YBR055C
YGR091W	YGR074W
YGR091W	YLR275W
YGR091W	YLR147C
YGR091W	YFL017W-A
YGR091W	YPR182W
YGR091W	YER078C
YGR091W	YML025C
YDR473C	YPR178W
YDR473C	YBR055C
YDR473C	YLR147C
YDR473C	YFL017W-A
YDR235W	YPR182W
YDR235W	YGR013W
YDR235W	YMR125W
YGL120C	YPL151C
YGL120C	YDL153C
YGL120C	YPR182W
YGL120C	YCL037C
YGL120C	YLR424W
YPL151C	YFL017W-A
YPL151C	YPR182W
YPR178W	YBR055C
YPR178W	YLR147C
YPR178W	YFL017W-A
YPR178W	YPR182W
YPR178W	YDL098C
YBR055C	YDR129C
YBR055C	YGR074W
YBR055C	YLR147C
YBR055C	YFL017W-A
YBR055C	YPR182W
YBR055C	YHR064C
YBR055C	YCR053W
YBR055C	YBR126C
YBR055C	YKL210W
YDL030W	YOR191W
YDL030W	YGR074W
YDL030W	YFL017W-A
YDL030W	YPR182W
YDL030W	YMR005W
YDL214C	YGL115W
YDL214C	YEL013W
YER099C	YOL061W
YER099C	YMR139W
YOL061W	YMR139W
YOL061W	YER163C
YDL055C	YNL189W
YNL169C	YLR447C
YNL169C	YBR183W
YMR308C	YOL127W
YMR308C	YDR394W
YMR308C	YOR117W
YMR308C	YPL012W
YMR308C	YGL011C
YMR308C	YGR081C
YMR308C	YJR159W
YMR308C	YLL021W
YMR308C	YER148W
YMR308C	YNL189W
YMR308C	YOL115W
YMR308C	YPL020C
YMR308C	YML007W
YMR308C	YMR310C
YMR308C	YDR381W
YAL017W	YOL045W
YLR019W	YGL127C
YLR376C	YHL006C
YAL043C	YMR061W
YAL043C	YNL222W
YAL043C	YKL018W
YAL043C	YOR179C
YAL043C	YDR311W
YAL043C	YPR107C
YDL006W	YOL113W
YDL006W	YDR167W
YER089C	YDR071C
YBL056W	YDL060W
YBL056W	YDR071C
YBL056W	YGR205W
YBR125C	YDR247W
YBR125C	YDR071C
YBR125C	YDR186C
YOR208W	YIL053W
YKR093W	YER022W
YLL013C	YML124C
YLL013C	YHR035W
YDR496C	YHR066W
YER094C	YGL011C
YOR243C	YGR162W
YOR243C	YOR356W
YLR196W	YPR191W
YLR196W	YFL008W
YLR196W	YDR212W
YKL188C	YGR074W
YKL188C	YDR119W
YGR280C	YNL189W
YGR280C	YPL110C
YBR218C	YHR135C
YPR191W	YJR035W
YPR191W	YNL189W
YDR529C	YLR292C
YMR022W	YLR006C
YMR022W	YIL148W
YJR035W	YIL053W
YJR035W	YKL081W
YJR035W	YDL185W
YJR035W	YDR326C
YJR035W	YMR226C
YKL113C	YLR453C
YKL113C	YLR447C
YDR030C	YDR212W
YGR258C	YDR311W
YER162C	YJR052W
YER162C	YHL025W
YER162C	YIL148W
YER095W	YOR151C
YER095W	YDR394W
YER095W	YNL189W
YER095W	YMR233W
YER095W	YPL238C
YJR052W	YIL148W
YNL216W	YBR275C
YNL216W	YLR453C
YNL216W	YDL153C
YNL216W	YDR227W
YNL216W	YDR167W
YBR073W	YLR453C
YDL135C	YPR165W
YDL135C	YKR055W
YCR106W	YNL171C
YLR329W	YHL022C
YDR028C	YGL115W
YDR028C	YBR126C
YPL010W	YLR268W
YIL139C	YLR147C
YJL173C	YIL053W
YJL173C	YMR234W
YJL173C	YDL130W
YJL173C	YDR128W
YJL173C	YJR141W
YBL020W	YPR086W
YBR260C	YKR055W
YDR137W	YLR039C
YDR137W	YLR262C
YLR071C	YGL011C
YLR071C	YJR110W
YDL138W	YLR313C
YCR027C	YOL083W
YBL082C	YKL210W
YPR165W	YLR371W
YPR165W	YDR389W
YPR165W	YER096W
YPR165W	YOR230W
YPR165W	YIL007C
YKR055W	YKL216W
YKR055W	YIL007C
YIL053W	YPL201C
YOL066C	YPR086W
YOL143C	YKR104W
YLR039C	YLR262C
YBR275C	YLR453C
YLR453C	YNL072W
YLR453C	YBL102W
YLR453C	YDL042C
YLR453C	YER022W
YLR453C	YLR251W
YLR453C	YOL006C
YLR453C	YDL210W
YLR453C	YOR230W
YLR453C	YBL095W
YLR453C	YEL076W-C
YLR453C	YHL017W
YLR453C	YJL015C
YLR453C	YLR016C
YLR453C	YLR426W
YLR453C	YNR009W
YLR453C	YOR314W
YLR453C	YPL034W
YLR453C	YPL098C
YLR453C	YNL237W
YHL027W	YOR275C
YHL027W	YJL056C
YMR139W	YER022W
YMR139W	YBR126C
YMR139W	YDR207C
YMR139W	YPL158C
YMR154C	YLR025W
YMR154C	YLR447C
YMR154C	YER066W
YFL033C	YDR167W
YFL033C	YBR126C
YCR028C-A	YMR234W
YOR275C	YLR025W
YOR191W	YDR227W
YOR191W	YDR510W
YDL001W	YDR207C
YDL001W	YDL133W
YDR255C	YKL144C
YDR255C	YBL049W
YEL072W	YOR273C
YMR061W	YLR082C
YMR235C	YMR151W
YMR235C	YLR262C
YMR235C	YDR002W
YCL028W	YIL066C
YCL028W	YER125W
YCL028W	YLR403W
YCL028W	YML058W
YCL028W	YNL189W
YCL028W	YDR128W
YER070W	YIL066C
YER070W	YML058W
YJL026W	YAR003W
YIL066C	YFR052W
YIL066C	YDR427W
YIL066C	YML058W
YIL066C	YPR086W
YLR371W	YOR008C
YLR371W	YBR143C
YLR371W	YDL203C
YMR200W	YIL007C
YJR063W	YDR156W
YJR063W	YBR154C
YJR063W	YOR224C
YJR063W	YNL113W
YJR063W	YJR113C
YJR063W	YDR178W
YJR063W	YBL050W
YJR063W	YBR187W
YJR063W	YBR220C
YJR063W	YDR196C
YOR151C	YIL021W
YOR151C	YJL140W
YOR151C	YBR154C
YOR151C	YDL140C
YOR151C	YAL005C
YOR151C	YDR167W
YOR151C	YBL039C
YIL021W	YJL140W
YIL021W	YBR154C
YIL021W	YOR224C
YIL021W	YNL113W
YIL021W	YER125W
YIL021W	YGR186W
YJL140W	YBR154C
YJL140W	YDL140C
YJL140W	YBR061C
YJL140W	YHL021C
YBR154C	YKL144C
YBR154C	YNR003C
YBR154C	YDL140C
YBR154C	YOR116C
YBR154C	YER125W
YBR154C	YER071C
YOR224C	YKL144C
YOR224C	YNR003C
YOR224C	YDL140C
YOR224C	YOR116C
YDR045C	YNR003C
YDR045C	YOR116C
YJL011C	YNR003C
YJL011C	YOR116C
YNL113W	YOR116C
YKL144C	YNR003C
YKL144C	YOR116C
YNR003C	YOR116C
YNL330C	YIL084C
YNL330C	YMR125W
YNL330C	YOL006C
YBR079C	YNL243W
YBR079C	YPR086W
YBR079C	YJR007W
YBR079C	YBR143C
YBR079C	YMR146C
YBR079C	YPR041W
YBR079C	YOL087C
YIL119C	YPR174C
YLR075W	YIR012W
YDR418W	YDL081C
YDR418W	YDL130W
YDR418W	YOL039W
YKL180W	YPR132W
YPL249C-A	YNL191W
YPL249C-A	YOL131W
YPL131W	YMR041C
YLR448W	YHR149C
YFR004W	YFR052W
YFR004W	YER021W
YFR004W	YDL147W
YFR004W	YDL097C
YFR004W	YDR427W
YFR004W	YKL145W
YFR004W	YDR394W
YFR004W	YGL048C
YFR004W	YFR010W
YFR004W	YBL039C
YFR052W	YER021W
YFR052W	YDL147W
YFR052W	YDL097C
YFR052W	YPR108W
YFR052W	YDR427W
YFR052W	YKL145W
YFR052W	YDR394W
YFR052W	YOR117W
YFR052W	YGL048C
YFR052W	YJR133W
YLR421C	YDL147W
YLR421C	YDL097C
YLR421C	YKL145W
YLR421C	YGL048C
YER021W	YDL147W
YER021W	YDL097C
YER021W	YPR108W
YER021W	YKL145W
YER021W	YDR394W
YER021W	YFR010W
YDL147W	YDL097C
YDL147W	YPR108W
YDL147W	YDR427W
YDL147W	YKL145W
YDL147W	YDR394W
YDL147W	YOR117W
YDL147W	YGL048C
YDL147W	YDL216C
YDL147W	YGL011C
YDL147W	YGL127C
YDL147W	YFR010W
YDL147W	YDR341C
YDL097C	YPR108W
YDL097C	YDR427W
YDL097C	YKL145W
YDL097C	YDR394W
YDL097C	YOR117W
YDL097C	YGL048C
YDL097C	YFR010W
YPR108W	YKL145W
YPR108W	YDR394W
YDR427W	YKL145W
YDR427W	YDR394W
YDR427W	YER148W
YDR427W	YFR010W
YDR427W	YGR067C
YDL140C	YER125W
YDL140C	YDR167W
YDL140C	YPL129W
YDL140C	YKR062W
YDL140C	YNL266W
YOR116C	YFR037C
YOR116C	YDR146C
YLR340W	YDL081C
YLR340W	YDL130W
YLR340W	YER067W
YLR340W	YGL068W
YLR340W	YLR287C
YDL081C	YPR086W
YDL081C	YGR209C
YDL130W	YLR051C
YDL130W	YLR287C
YKL145W	YDR394W
YKL145W	YOR117W
YKL145W	YGL048C
YKL145W	YFR010W
YKL145W	YGR184C
YDR394W	YOR117W
YDR394W	YGL048C
YDR394W	YFR010W
YDR394W	YBL039C
YDR394W	YMR284W
