YNL316C	YOL082W
YBL079W	YHR135C
YBL023C	YMR048W
YGL212W	YLR423C
YIL142W	YJL111W
YKL009W	YML010W
YBL050W	YDR468C
YCL059C	YDL208W
YDR418W	YGL147C
YDL186W	YNL307C
YML075C	YOL013C
YCL034W	YHR016C
YFR031C-A	YGR085C
YGR232W	YIL075C
YLL023C	YMR129W
YIR010W	YPL004C
YDL015C	YJR117W
YIR010W	YOR290C
YAL005C	YDR356W
YGR092W	YKR080W
YDR335W	YLL039C
YBR295W	YLL039C
YDR129C	YIL034C
YOL012C	YOL054W
YFR032C-A	YNL096C
YMR146C	YPR086W
YJR066W	YOL126C
YNL157W	YNL209W
YDR471W	YLR441C
YJL148W	YML010W
YBR194W	YKR003W
YDR471W	YLR287C-A
YPL240C	YPR135W
YNL255C	YNR001C
YDR101C	YOR098C
YAR007C	YMR072W
YDR251W	YGL206C
YGR135W	YKR095W
YDR293C	YGL059W
YGR092W	YLR438W
YML065W	YOR234C
YIR033W	YOL126C
YJL034W	YML065W
YBR234C	YIL034C
YDR176W	YPL047W
YGR124W	YOR117W
YNL307C	YOL091W
YER148W	YNL255C
YHR005C-A	YOR297C
YFL024C	YPL248C
YDR471W	YMR031C
YLR268W	YNL237W
YHL007C	YIL156W
YIR010W	YKL054C
YBL076C	YLL039C
YLL039C	YOR160W
YBR011C	YLR425W
YCL024W	YNL166C
YHR135C	YMR140W
YDL087C	YER172C
YGL066W	YPL011C
YDR188W	YGR192C
YDL053C	YMR123W
YDR214W	YIL094C
YKL054C	YPR152C
YDR412W	YOR234C
YDR257C	YOR119C
YDL207W	YDR429C
YPR080W	YPR119W
YGL158W	YOL125W
YMR229C	YOR294W
YDR365C	YNR054C
YGL190C	YKL129C
YDR496C	YGL111W
YBR072W	YMR236W
YDR224C	YNL312W
YEL056W	YOL054W
YCR073W-A	YNL154C
YLR406C	YOR063W
YJL187C	YKL042W
YMR203W	YNL070W
YBR194W	YOR153W
YLR207W	YNL095C
YMR306W	YPR128C
YDL053C	YNL157W
YLL024C	YNL124W
YIL159W	YKL079W
YBR211C	YOL054W
YER148W	YJR144W
YGL201C	YGR097W
YEL034W	YPL237W
YBR194W	YLL036C
YGL127C	YOL135C
YFL033C	YLR263W
YDL239C	YDR176W
YIR026C	YPL058C
YCR021C	YOR273C
YPR135W	YPR164W
YDL105W	YDR288W
YHR164C	YNL312W
YDR101C	YNR053C
YLL036C	YLR117C
YJL011C	YNL151C
YGR135W	YMR314W
YJR007W	YPR041W
YBR079C	YPL081W
YMR284W	YPL078C
YER157W	YLR268W
YAR002W	YNL255C
YBR130C	YLR310C
YPL126W	YPL266W
YBR079C	YDR091C
YFL002C	YKL009W
YDR073W	YPR034W
YLR406C	YML065W
YDR141C	YGR138C
YBL076C	YBR109C
YBR253W	YDL005C
YDR412W	YMR121C
YDL060W	YGR054W
YGL179C	YMR140W
YER162C	YLR167W
YDR028C	YLR377C
YDR100W	YKR088C
YEL054C	YKL009W
YJR148W	YNL209W
YBR189W	YCL037C
YHL042W	YIL006W
YIL127C	YNL255C
YML064C	YPR182W
YHR007C	YKR050W
YDL014W	YGL112C
YDR483W	YFR004W
YGR112W	YNL052W
YJR009C	YPR164W
YBR087W	YLR223C
YCR077C	YOL149W
YAL005C	YPR119W
YHR135C	YNL093W
YBR175W	YJR009C
YGR104C	YPR086W
YKL065C	YPL076W
YIR010W	YLR029C
YAL030W	YLL039C
YMR086W	YOR181W
YER105C	YPR080W
YGL158W	YOR044W
YEL034W	YHR068W
YDR388W	YGR058W
YBL039C	YFR004W
YFR004W	YHR174W
YMR205C	YOL045W
YBR109C	YJL187C
YDL006W	YNL307C
YLR447C	YOR181W
YDR331W	YHR188C
YAL027W	YLR044C
YGL181W	YHR016C
YDR388W	YPR055W
YDR174W	YDR176W
YEL044W	YPL235W
YGR255C	YLR201C
YFR004W	YGR214W
YFR004W	YNL069C
YBR193C	YHR058C
YDR124W	YHR155W
YDL137W	YNL255C
YDL193W	YLR293C
YAR019C	YJR047C
YBR194W	YOR361C
YGR130C	YGR192C
YLR132C	YNL286W
YDR135C	YPR115W
YDR022C	YGL180W
YLR287C-A	YOL040C
YNL227C	YNR053C
YDR423C	YNL255C
YDR273W	YFR052W
YJL004C	YML038C
YAR007C	YBL002W
YIR010W	YOR369C
YEL009C	YGL112C
YBR079C	YER165W
YIL035C	YLR403W
YGR060W	YGR284C
YCR091W	YPR119W
YFR032C-A	YGR085C
YBR251W	YMR158W
YER165W	YOL149W
YDR388W	YOR204W
YKL138C	YNL255C
YPL026C	YPL171C
YLL039C	YMR296C
YHR197W	YKL180W
YDR247W	YGR097W
YKL082C	YML109W
YDR369C	YLR109W
YGL127C	YHR041C
YGR104C	YPR052C
YCR021C	YHR001W
YKR048C	YPL141C
YJL030W	YLR044C
YLR249W	YOL145C
YFR004W	YJR009C
YLL039C	YOR231W
YBR194W	YKL152C
YGL201C	YMR109W
YBR189W	YDR471W
YFR052W	YMR048W
YGR284C	YPL076W
YBL016W	YJR014W
YLL039C	YPR035W
YHR117W	YHR135C
YJR009C	YOL013C
YGR135W	YOR157C
YLR284C	YPL240C
YBR106W	YPR194C
YLL036C	YOR204W
YLR368W	YMR048W
YKL135C	YNL069C
YKL181W	YOR231W
YBL007C	YPL246C
YDR359C	YFL024C
YMR229C	YNL002C
YER059W	YJL084C
YDL098C	YNL255C
YDR395W	YKL068W
YLL039C	YMR192W
YDL101C	YDR030C
YER067W	YLL039C
YMR215W	YPL227C
YDR204W	YOL096C
YFR004W	YJL034W
YDR243C	YDR260C
YER105C	YGL092W
YGL179C	YLR350W
YBR119W	YOR159C
YGL079W	YJL187C
YGR207C	YIL108W
YGR001C	YNL307C
YDR243C	YPL235W
YER041W	YLR449W
YHR007C	YNL070W
YDR240C	YGR013W
YER148W	YLR321C
YIR006C	YOR329C
YER148W	YJL140W
YER148W	YOL111C
YER128W	YPR173C
YCR012W	YGR192C
YHL042W	YPL264C
YFL038C	YNL255C
YER146W	YKR026C
YAL035W	YER036C
YLL039C	YNL330C
YHR079C	YLR361C
YHR007C	YLL048C
YDL116W	YOR098C
YFL036W	YJL034W
YER012W	YGR135W
YFL038C	YPL246C
YGL079W	YKL061W
YFR014C	YLR060W
YBR031W	YNL055C
YER013W	YLR116W
YBR155W	YDR463W
YER072W	YMR216C
YIR006C	YPR152C
YJR119C	YMR216C
YAL034W-A	YPL026C
YGR021W	YOR231W
YER164W	YKR081C
YFR030W	YJL123C
YBL067C	YFR004W
YDR123C	YML051W
YFL034W	YKL135C
YOR117W	YPL231W
YER118C	YHL007C
YDR188W	YFR004W
YCR030C	YPL058C
YIR017C	YPR086W
YIR010W	YML074C
YOL120C	YOL127W
YFR004W	YHR042W
YAL009W	YGL059W
YNL183C	YPL180W
YOL076W	YOR063W
YBR031W	YDL075W
YFR004W	YNR053C
YBR052C	YNL283C
YLR429W	YOR181W
YAL024C	YHL021C
YJL130C	YJR077C
YHR196W	YPL126W
YBR109C	YLL050C
YDL088C	YMR129W
YLL039C	YMR171C
YIL091C	YJR119C
YJR076C	YPL161C
YLL039C	YLR359W
YDR503C	YPL246C
YCL059C	YPR102C
YDR224C	YML034W
YDL005C	YDR308C
YLL050C	YMR092C
YFR004W	YGL125W
YDL083C	YFR031C-A
YFL039C	YMR072W
YDL031W	YDR388W
YFR004W	YMR235C
YLL039C	YPL063W
YER148W	YPL122C
YFR004W	YML106W
YDR288W	YNL124W
YER103W	YLL039C
YKR099W	YLR058C
YGR120C	YPL077C
YNL002C	YOR267C
YJL004C	YPL264C
YDL006W	YML100W
TR(UCU)M1	YDR341C
YBL039C	YDR260C
YOL021C	YOR076C
YBL011W	YOR233W
YDR101C	YKR081C
YDR176W	YOL148C
YEL064C	YLL039C
YGR295C	YHR007C
YIR010W	YJL173C
YHR131C	YNL154C
YFR001W	YML010W
YBR114W	YGR003W
YDL064W	YMR168C
YAR019C	YDL047W
YML010W	YML056C
YBL093C	YBR253W
YMR186W	YPL235W
YML029W	YOL013C
YGR092W	YPR160W
YGR085C	YMR242C
YDR130C	YOR361C
YML054C	YNL255C
YCR063W	YPR152C
YDL233W	YJR112W
YPL144W	YPR103W
YMR229C	YPR152C
YDR170C	YLR148W
YFR004W	YHR190W
YDR169C	YGL180W
YDR443C	YHR058C
YIL062C	YNL138W
YCR077C	YMR186W
YGR052W	YPR010C
YDL067C	YGL187C
YJR002W	YLR186W
YDR416W	YER172C
YHL021C	YJL140W
YGR238C	YML064C
YOL104C	YPL200W
YKL048C	YML064C
YDL160C	YFR004W
YBR154C	YKR025W
YGL180W	YGL190C
YJL147C	YLR222C
YER122C	YJL187C
YDL190C	YER162C
YER002W	YGL111W
YBR104W	YNL255C
YDR172W	YOR176W
YNL022C	YNL154C
YJL057C	YPR168W
YFL045C	YFR004W
YDR012W	YKL180W
YDR116C	YNL252C
YHR174W	YLL039C
Q0085	YLR203C
YNL136W	YNL255C
YDR299W	YDR365C
YGR060W	YIL016W
YDR122W	YGR001C
YML069W	YNL255C
YBR287W	YLL039C
YDR334W	YLL036C
YDR130C	YNL069C
YDR468C	YOL018C
YAL003W	YEL034W
YDL014W	YMR308C
YBR251W	YGL129C
YDR313C	YLR083C
YAR019C	YOR231W
YKL085W	YPL111W
YPL051W	YPR080W
YJR002W	YJR145C
YJR082C	YLR223C
YLR168C	YPR024W
YAL053W	YMR307W
YDR122W	YIL107C
YMR213W	YPL064C
YDL005C	YGL025C
YER105C	YPL004C
YBR194W	YLR117C
YOR063W	YOR294W
YIR010W	YPL180W
YIL035C	YOR361C
YHL042W	YPL265W
YHR114W	YOR059C
YDR257C	YNL255C
YCL037C	YDL014W
YMR186W	YPR093C
YHR118C	YML065W
YAL038W	YNL289W
YNL304W	YOR326W
YGL086W	YLR423C
YBR221C	YJL131C
YFL039C	YLR429W
YKL135C	YMR308C
YLL024C	YOL149W
YBL023C	YNL273W
YDR395W	YOL127W
YGL206C	YGR234W
YAL003W	YML064C
YLR370C	YOR181W
YHR135C	YKL160W
YHR119W	YLR288C
YEL017C-A	YMR299C
YIL035C	YMR049C
YBL045C	YGL187C
YKL180W	YMR194W
YCR012W	YKL060C
YBR109C	YBR130C
YEL053C	YPR051W
YDR388W	YIL039W
YFR014C	YNL227C
YOR361C	YPR041W
YIL075C	YMR216C
YDL176W	YGL227W
YLL039C	YOL117W
YBL039C	YBL105C
YEL034W	YMR284W
YJR094W-A	YNL255C
YGR252W	YKL062W
YLR287C-A	YMR242C
YMR240C	YOR093C
YDR386W	YOL041C
YIL149C	YMR284W
YIL019W	YLR186W
YDR364C	YMR125W
YDR233C	YLR018C
YJL178C	YPL045W
YDR388W	YGR268C
YDL208W	YKL014C
YKL065C	YMR215W
YER148W	YMR242C
YGL043W	YGR252W
YMR168C	YNL255C
YGR068C	YOR119C
YBR274W	YPL171C
YDR211W	YNL124W
YLL039C	YOR035C
YER123W	YHR135C
YDR217C	YFR028C
YBL003C	YKL014C
YKR048C	YNL162W
YGR085C	YLR029C
YLR403W	YPR190C
YHR135C	YJL105W
YJL111W	YMR028W
YBL002W	YHR118C
YAL044C	YLR239C
YKL010C	YLR304C
YBR119W	YLR449W
YGR138C	YPL058C
YBL078C	YHR135C
YJR066W	YPR124W
YDR174W	YIL013C
YJL039C	YMR129W
YBR105C	YLR259C
YDR523C	YKL193C
YMR241W	YNL255C
YLR448W	YNL255C
YBL072C	YBR247C
YOL149W	YOR167C
YGR104C	YOL005C
YDL047W	YPL049C
YKL213C	YML013W
YDL149W	YPR041W
YGL181W	YLL024C
YDR293C	YNL307C
YDR314C	YGL014W
YER122C	YHR079C
YCR063W	YDL209C
YHR196W	YIL019W
YGL200C	YGR060W
YDR443C	YLL039C
YMR231W	YNL304W
YKL125W	YLL039C
YCL027W	YER118C
YDL085W	YOR076C
YJL138C	YLR249W
YLR268W	YOR311C
YBL003C	YIL035C
YER118C	YNL112W
YFR014C	YLL033W
YGL180W	YKL114C
YDL105W	YML023C
YBR221C	YMR308C
YER172C	YML049C
YDR101C	YKL068W
YFR014C	YGL105W
YFR028C	YMR049C
YGL238W	YLL039C
YDR299W	YIL019W
YBR234C	YIL062C
YAL005C	YNL124W
YBR082C	YKL010C
YGR229C	YKL047W
YFR001W	YLL045C
YBL039C	YIL075C
YDR288W	YOR294W
YDR356W	YIL149C
YDR404C	YGR186W
YFR004W	YKR003W
YNL055C	YNL093W
YBL016W	YHR131C
YBL002W	YNL246W
YEL051W	YLR429W
YCR073W-A	YDR122W
YKL082C	YOR233W
YHR007C	YLR350W
YLR027C	YLR314C
YDR129C	YIL062C
YBL079W	YDL207W
YBR191W	YNL096C
YGR173W	YPL235W
YGL158W	YJL081C
YGR085C	YOR234C
YAL047C	YFR028C
YEL017C-A	YHL042W
YIR010W	YPL018W
YAL005C	YOR110W
YNL312W	YPR161C
YGL180W	YGR021W
YFR014C	YKL149C
YGL143C	YOR260W
YGL158W	YLR071C
YDR395W	YFR004W
YDR496C	YMR242C
YDR227W	YNL216W
YJL217W	YPR118W
YGR108W	YHL007C
YMR224C	YOR005C
YBR079C	YFR004W
YLR288C	YMR159C
YFR028C	YMR270C
YIL035C	YPR010C
YIR035C	YNL255C
YKR048C	YMR110C
YDR172W	YNL069C
YGR263C	YMR263W
YHR079C	YOR181W
YLL039C	YPR183W
YDR172W	YER165W
YJR123W	YNL301C
YGL090W	YLR109W
YDL030W	YML046W
YBR102C	YPR032W
YBL061C	YGL073W
YHL007C	YNL022C
YJL030W	YOR283W
YDL072C	YLL039C
YER064C	YOL016C
YBL007C	YGL181W
YNL073W	YOL130W
YKR021W	YLL039C
YBR234C	YPL004C
YNR068C	YNR069C
YIL035C	YMR172W
YCR077C	YER165W
YBR040W	YFR004W
YDL098C	YHR165C
YBL011W	YHR135C
YJR117W	YNR019W
YIL027C	YJL148W
YDR453C	YMR106C
YDR212W	YPL180W
YCR075C	YFR014C
YMR186W	YPL240C
YLR424W	YPL151C
YML069W	YPR019W
YLR369W	YMR049C
YOL135C	YPL240C
YDL193W	YLL039C
YLR427W	YML056C
YJR007W	YKR026C
YHR052W	YKL145W
YLR153C	YPR074C
YNR043W	YOR117W
YFR004W	YJR065C
YGL134W	YNL307C
YHR135C	YNL227C
YDL005C	YMR112C
YBR079C	YOL117W
YDR174W	YMR229C
YDR407C	YJL044C
YBR142W	YDL031W
YGL179C	YJR076C
YLL039C	YOR354C
YGL180W	YNL165W
YBR107C	YDR421W
YIL062C	YJR065C
YBL003C	YOL059W
YBL072C	YDR471W
YAL062W	YLL039C
YDR198C	YOR005C
YDR388W	YGL190C
YFL005W	YOL112W
YDR388W	YMR308C
YLL036C	YPR182W
YBL072C	YLR192C
YGR156W	YPL008W
YML035C	YNL154C
YDR012W	YNL069C
YOR361C	YPL151C
YFR004W	YIL108W
YDL149W	YPR049C
YBR274W	YPR010C
YBL025W	YNL255C
YER145C	YOR273C
YBL010C	YKL193C
YML018C	YPL246C
YFL037W	YOL120C
YDR129C	YLL039C
YHR079C	YPR032W
YJL062W	YKL146W
YIR010W	YMR146C
YNL154C	YPR198W
YDR471W	YMR142C
YLR249W	YPR173C
YDL159W	YPL201C
YBL105C	YGR229C
YDR170C	YGL238W
YGL059W	YJL070C
YJR101W	YLR423C
YDR100W	YPL246C
YOR117W	YOR259C
YKR025W	YNL151C
YER103W	YJR132W
YFR031C-A	YNL301C
YGR113W	YGR161C
YBR154C	YOR341W
YDR416W	YML049C
YBR234C	YFR004W
YLL039C	YPR154W
YDR116C	YJL041W
YGR278W	YMR213W
YIL121W	YLL039C
YMR105C	YOR090C
YNL124W	YNL209W
YDR295C	YLR131C
YGL200C	YKL065C
YGL180W	YNR019W
YDR176W	YMR227C
YGL104C	YJR117W
YBR189W	YMR194W
YDL075W	YDR471W
YBL039C	YMR024W
YBR059C	YLR276C
YBR031W	YOR063W
YEL002C	YGR284C
YJL148W	YOR341W
YJR065C	YMR109W
YDR439W	YFR028C
YDR388W	YGR229C
YFL021W	YIR010W
YMR183C	YPL232W
YBR023C	YOL003C
YER048C	YOR181W
YLR075W	YLR448W
YJR135C	YPL018W
YMR227C	YPL011C
YGR134W	YGR195W
YCR004C	YNL255C
YJL187C	YOR023C
YDR212W	YIR010W
YHR007C	YML008C
YNL096C	YNL301C
YDR212W	YPL049C
YOR197W	YOR361C
YBR154C	YML010W
YDL226C	YKR088C
YBL064C	YFR014C
YGL180W	YLR350W
YDR073W	YOR290C
YDR386W	YPL127C
YHR115C	YNL116W
YGL171W	YML010W
YIL019W	YKL099C
YJL178C	YOR069W
YBL011W	YFR014C
YBR031W	YDR412W
YGR214W	YNL023C
YGL005C	YPL240C
YGR143W	YLL039C
YDR086C	YML065W
YFL039C	YJL014W
YFR014C	YNL307C
YGL026C	YKR026C
YJR113C	YNR036C
YAL060W	YNL255C
YHR196W	YMR093W
YIL157C	YLR203C
YBR234C	YDR063W
YNL207W	YPR164W
YDR131C	YHR197W
YGR275W	YPR043W
YHR135C	YLR109W
YCL025C	YJR117W
YLL039C	YLR256W
YDL006W	YFR014C
YAL005C	YDR303C
YLR192C	YOR361C
YHR052W	YMR093W
YHR196W	YIL125W
YDR153C	YNL154C
YDR130C	YML010W
YAL038W	YNL255C
YCR073W-A	YHR135C
YJR142W	YPL141C
YBR011C	YPR080W
YDR169C	YGL179C
YDR505C	YLL039C
YIL035C	YPL110C
YKL067W	YKL095W
YOL127W	YPR067W
YHR135C	YIL033C
YBR109C	YDR356W
YDR240C	YHR099W
YDR247W	YFR010W
YKL080W	YLR447C
YFR004W	YLR270W
YDR038C	YLL039C
YDL116W	YKL068W
YML065W	YNL255C
YGR207C	YNR058W
YAL035W	YIR010W
YBR112C	YCR084C
YAL038W	YOR123C
YGL073W	YOR290C
YLR288C	YOR326W
YDR176W	YEL009C
YGR158C	YLR398C
YIL035C	YNL131W
YCR021C	YDR497C
YDL014W	YLR455W
YDR356W	YJL187C
YBL002W	YML069W
YDL056W	YLR182W
YLL039C	YOR153W
YER043C	YFL028C
YIL093C	YNR036C
YER172C	YIR017C
YML065W	YMR242C
YCR030C	YER166W
YKR097W	YML086C
YDL087C	YHR086W
YIL084C	YLR423C
YGL112C	YOL148C
YDL075W	YJR123W
YLL039C	YMR027W
YDR142C	YKL054C
YNL183C	YPR135W
YNL104C	YNL307C
YGL078C	YKL014C
YMR190C	YPL024W
YGL111W	YKR081C
YBR111C	YFR004W
YJR056C	YNL154C
YNL243W	YOR329C
YBL016W	YPR139C
YDL146W	YHR114W
YEL051W	YLR028C
YFR004W	YKL001C
YKL014C	YPL237W
YLL045C	YLR448W
YJL148W	YNL113W
YHR135C	YNL027W
YGR186W	YKR062W
YBR031W	YDR130C
YDL159W	YIR010W
YEL012W	YMR291W
YBR114W	YMR201C
YDL156W	YNL312W
YGL233W	YPR055W
YJR145C	YOL127W
YKR025W	YPR187W
YDL030W	YPL018W
YGL158W	YJR105W
YBR059C	YDR188W
YBR049C	YIR010W
YDL101C	YGL256W
YGL180W	YKL042W
YAL005C	YOL033W
YDR540C	YGL180W
YLL039C	YLR441C
YGL011C	YPR103W
YBL007C	YPL141C
YBR031W	YKL009W
YJL029C	YOL018C
YGR173W	YOL061W
YOL041C	YPL141C
YMR108W	YNL209W
YNL069C	YPR041W
YAL035W	YLR427W
YDR150W	YLR084C
YDR207C	YMR042W
YGR092W	YLR007W
YDL160C	YDR170C
YGL078C	YLL039C
YDR443C	YNR010W
YJL057C	YOR335C
YGL105W	YLR247C
YOL145C	YOR326W
YDL209C	YPL151C
YKL166C	YNL263C
YER148W	YER159C
YFR004W	YOR369C
YOL012C	YPL240C
YNL307C	YNR047W
YGR280C	YKR092C
YBL016W	YLR003C
YIL033C	YIL035C
YDR482C	YKR022C
YDR270W	YGL105W
YNL154C	YPR032W
YJL044C	YMR218C
YFR004W	YLR259C
YBL022C	YGR132C
YDR429C	YPR086W
TR(ACG)L	YDR341C
YER022W	YNR010W
YCR102C	YNL134C
YGL005C	YGL223C
YLL036C	YOR369C
YGR048W	YOL013C
YAL005C	YLR384C
YHR001W	YLL039C
YLR075W	YOL127W
YDR497C	YOR254C
YBL003C	YPR052C
YFR014C	YLR307W
YER086W	YJR009C
YMR229C	YNL299W
YMR216C	YPR042C
YBL076C	YDL100C
YDR330W	YNL307C
YFL039C	YNL136W
YER116C	YMR072W
YNL113W	YNL151C
YGR092W	YNL085W
YDR443C	YLR071C
YGR232W	YKL145W
YER122C	YHL007C
YIL167W	YOL016C
YGL098W	YNL258C
YBR085W	YLL039C
YGR080W	YIL034C
YGR192C	YMR109W
YNL255C	YOR304W
YGR234W	YPR010C
YFR032C-A	YLR029C
YIL010W	YKL117W
YHR099W	YJL098W
YER162C	YMR201C
YLL019C	YOR017W
YIL094C	YJL130C
YJR112W	YLR086W
YLL039C	YNL134C
YGL245W	YPL026C
YDL165W	YGR195W
YJL069C	YOR090C
YFR004W	YOR117W
YBR130C	YIL138C
YEL056W	YOR386W
YGL179C	YPR135W
YLL036C	YML056C
YNL255C	YNL274C
YDR091C	YLR441C
YLR429W	YMR240C
YHR086W	YPL178W
YBL016W	YBR083W
YGR229C	YOR028C
YHR157W	YMR133W
YER148W	YHR036W
YJL052W	YML091C
YOR273C	YPL058C
YBR154C	YGR104C
YDR361C	YHR022C
YAL009W	YLR342W
YDR286C	YNL255C
YPL259C	YPR029C
YDR022C	YLR423C
YIL078W	YOL120C
YFR004W	YOR341W
YDR188W	YLR441C
YDR174W	YOL012C
YDR369C	YGL090W
YDR141C	YPL115C
YLR025W	YOR275C
YBR155W	YGR234W
YAL043C	YDR301W
YGR200C	YJL140W
YDR361C	YJL130C
YJL138C	YJR140C
YML056C	YOR243C
YLR384C	YMR236W
YDL021W	YLL039C
YGL158W	YJR095W
YFL022C	YJL014W
YDL160C	YOL149W
YKR003W	YPR152C
YBR059C	YIR006C
YDR364C	YER172C
YNL255C	YPL099C
YHR169W	YMR242C
YDL088C	YDL116W
YBL011W	YBL016W
YDR224C	YOR304W
YMR041C	YOL128C
YDR150W	YNL207W
YLR355C	YOR098C
YBR234C	YOR181W
YDL083C	YMR142C
YLR343W	YPL076W
YIR007W	YPR074C
YGR017W	YJL187C
YCR020W-B	YNL255C
YLL045C	YNL069C
YDR174W	YML064C
YIL095W	YNL243W
YFL054C	YGL180W
YML008C	YNL255C
YJR121W	YPR152C
YDR142C	YLR105C
YLR085C	YLR377C
YGR085C	YNL096C
YMR314W	YOR380W
YCR073C	YGL134W
YDR318W	YOL054W
YIR002C	YLR383W
YDR135C	YLL039C
YDR443C	YGL158W
YBL007C	YOR181W
YMR142C	YNL124W
YLR381W	YPL233W
YMR115W	YNL307C
YNL307C	YPL077C
YGL212W	YNL255C
YGL059W	YLR195C
YOR340C	YOR341W
YBR200W	YNL025C
YFR004W	YNL255C
YBR114W	YOL012C
YLL019C	YMR229C
YBR031W	YNL023C
YLR108C	YML102W
YFR004W	YMR109W
YDR335W	YER103W
YGR013W	YLR298C
YBL010C	YNL154C
YBR112C	YPL181W
YDR418W	YJR123W
YAR064W	YBR109C
YBR175W	YMR186W
YFL023W	YJR145C
YER044C	YHR007C
YLL036C	YMR240C
YDL014W	YLR369W
YGR104C	YLR071C
YBL002W	YJR090C
YBR194W	YOR227W
YER036C	YIR010W
YLR424W	YNL224C
YDR188W	YGL190C
YCL037C	YGR054W
YML065W	YOL040C
YFL054C	YFR014C
YGR155W	YLR442C
YHR129C	YJR008W
YJL004C	YPL051W
YIR010W	YLR276C
YBR052C	YDR032C
YFR028C	YHR119W
YDL137W	YIL051C
YBR142W	YMR049C
YJR066W	YMR028W
YGR112W	YOR065W
YLR448W	YOL040C
YAL005C	YLR377C
YJL036W	YLR423C
YFR004W	YNL104C
YLR455W	YOR064C
YAL024C	YPR119W
YER157W	YJL151C
YBL037W	YJL084C
YDR091C	YMR142C
YKR081C	YNL255C
YER179W	YLR134W
YGR155W	YPR080W
YDR472W	YML077W
YBL003C	YNL246W
YDR330W	YGR048W
YKL181W	YOL061W
YOR039W	YOR119C
YGL070C	YGR104C
YGL245W	YHL007C
YBR214W	YFR040W
YDR528W	YNL161W
YFR004W	YLR109W
YCR084C	YEL030W
YDL053C	YDR207C
YIL019W	YMR093W
YDR414C	YNR026C
YKL212W	YMR296C
YNL106C	YPR161C
YDR303C	YMR033W
YNL255C	YOR164C
YKR056W	YKR072C
YHR041C	YNR010W
YLR320W	YNL209W
YDR244W	YMR026C
YKL129C	YOR035C
YBR175W	YDR469W
YIL035C	YJR144W
YGL031C	YLR075W
YNL255C	YOR123C
YOL012C	YOR189W
YER044C	YHR190W
YAL034W-A	YNL255C
YBR087W	YHR191C
YNL125C	YPL076W
YFR043C	YLR170C
YCR063W	YDL030W
YDR299W	YNL154C
YGL180W	YJL148W
YBR155W	YGR274C
YBL016W	YNL293W
YFR004W	YJL111W
YNL148C	YNL255C
YGL180W	YLL019C
YJL014W	YNL155W
YIR011C	YPL240C
YDR479C	YML125C
YCL025C	YGR284C
YFR031C-A	YLR075W
YBL007C	YCL008C
YDR180W	YIL026C
YBR142W	YPR152C
YJL091C	YOR254C
YHR112C	YLL039C
YDR012W	YGL147C
YHR060W	YPL019C
YFR001W	YKL082C
YBL105C	YOR231W
YHR052W	YKR081C
YGL225W	YHR114W
YCL056C	YDL197C
YBR112C	YBR200W
YGL051W	YPL264C
YFR028C	YIR002C
YBL003C	YDL019C
YER179W	YPR007C
YGR092W	YHL021C
YGR284C	YIL027C
YIL109C	YOL130W
YDR091C	YOR117W
YGL200C	YMR215W
YJR135C	YLR381W
YJR123W	YLL045C
YGR280C	YNL207W
YHL035C	YIL035C
YCR042C	YPL075W
YKL009W	YLR075W
YAR027W	YEL041W
YDR422C	YDR516C
YDL130W	YDR412W
YAR035W	YER024W
YBR234C	YDR129C
YKL046C	YLL039C
YIR010W	YML127W
YGL051W	YPR198W
YBR176W	YML064C
YNL255C	YPR080W
YBR175W	YJR094W-A
YDR100W	YOR069W
YAL005C	YGL206C
YKL012W	YLR117C
YBL007C	YOR284W
YPL004C	YPL155C
YJL140W	YLR192C
YBL023C	YDR122W
YAL005C	YBR101C
YDR482C	YKR086W
YCL011C	YOR204W
YKL159C	YNL255C
YBL003C	YPL127C
YDR388W	YMR093W
YDL101C	YGR130C
YIL009W	YPL058C
YLR083C	YOL137W
YMR236W	YNL172W
YFR014C	YKR074W
YIR010W	YML056C
YDL060W	YPL266W
YGL141W	YIL075C
YFL005W	YOL147C
YHR135C	YJL138C
YHR098C	YPL246C
YAL003W	YLR249W
YGR116W	YLR199C
YGL180W	YIL156W
YDL056W	YNL154C
YLR287C-A	YNL096C
YDR068W	YGL059W
YML065W	YPL127C
YNL073W	YNL154C
YDR091C	YEL054C
YOR340C	YPR187W
YIR010W	YNL075W
YKR079C	YNL154C
YDR471W	YGL031C
YGR092W	YPR091C
YOR361C	YPL237W
YDR523C	YOR252W
YBL104C	YMR186W
YLR029C	YNL096C
YLR109W	YNL312W
YOR231W	YPL201C
YBR276C	YLR359W
YER148W	YKR008W
YDR130C	YLL024C
YDR211W	YGR052W
YDL020C	YPR103W
YJR090C	YOL133W
YBR031W	YML065W
YBR167C	YGR030C
YBR183W	YDR331W
YGL051W	YPL141C
YCL011C	YPL081W
YJL004C	YKR088C
YDR251W	YLL039C
YGR275W	YJL014W
YGL190C	YHR114W
YIL009W	YPL141C
YJL138C	YLR429W
YGL043W	YGL070C
YLR441C	YOL040C
YKL135C	YOR063W
YDR365C	YLR441C
YMR192W	YPL240C
YCL011C	YLL019C
YKR048C	YPR119W
YDR001C	YFR004W
YKL152C	YLR153C
YGL104C	YIL016W
YOR191W	YPR154W
YDR452W	YKR092C
YHR104W	YOL045W
YMR033W	YNR023W
YBR207W	YEL022W
YER012W	YIL075C
YLR321C	YMR033W
YGR200C	YLL039C
