Q0085	YPR103W
YGR278W	YLR147C
YGR278W	YOR361C
YGR286C	YKR064W
YHL002W	YNR006W
YHL007C	YJL067W
YHL007C	YJL076W
YHL007C	YLR138W
YHL007C	YLR380W
YHL007C	YMR049C
YHL013C	YOR361C
YHL024W	YLR429W
YHL025W	YJL176C
YHL025W	YOR290C
YHL030W	YOR159C
YHL034C	YKL160W
YHL034C	YMR070W
YHL034C	YMR140W
YHL034C	YMR229C
YHL034C	YNR053C
YHL034C	YOL077C
YHL034C	YPR161C
YHR001W	YLR424W
YHR001W	YPR169W
YHR019C	YOR308C
YHR023W	YIL126W
YHR023W	YLR314C
YHR023W	YPR188C
YHR024C	YNL242W
YHR029C	YNL072W
YHR029C	YPL138C
YHR030C	YLR330W
YHR052W	YJL122W
YHR052W	YJL124C
YHR052W	YKR018C
YHR052W	YMR229C
YHR052W	YNL110C
YHR052W	YOL041C
YHR052W	YOR198C
YHR052W	YPR052C
YHR058C	YOL051W
YHR058C	YOR174W
YHR069C	YHR081W
YHR069C	YKL129C
YHR069C	YLR347C
YHR069C	YNR024W
YHR069C	YOL142W
YHR069C	YOR076C
YHR076W	YMR079W
YHR076W	YPR171W
YHR081W	YKL103C
YHR081W	YNR024W
YHR081W	YOL142W
YHR082C	YIL156W
YHR084W	YPL049C
YHR087W	YOL012C
YHR102W	YJL093C
YHR102W	YNL267W
YHR102W	YOR353C
YHR114W	YOR181W
YHR131C	YOR061W
YHR138C	YMR049C
YHR143W-A	YNL248C
YHR143W-A	YOR210W
YHR143W-A	YOR340C
YHR143W-A	YOR341W
YHR146W	YMR297W
YHR146W	YPL154C
YHR161C	YLR106C
YHR165C	YKL173W
YHR165C	YLL002W
YHR165C	YLR147C
YHR165C	YLR275W
YHR165C	YNR011C
YHR165C	YOR159C
YHR165C	YOR308C
YHR166C	YKL022C
YHR167W	YJR032W
YHR167W	YML062C
YHR167W	YNL253W
YHR172W	YOR124C
YHR182W	YNL233W
YHR183W	YNL250W
YHR187W	YPL086C
YHR187W	YPL101W
YHR191C	YMR078C
YHR202W	YOL051W
YIL006W	YPL183C
YIL015W	YNL088W
YIL016W	YMR005W
YIL017C	YIL097W
YIL026C	YJL074C
YIL026C	YML010W
YIL033C	YOR361C
YIL033C	YPL048W
YIL033C	YPL203W
YIL037C	YOL093W
YIL038C	YJR032W
YIL039W	YLR429W
YIL043C	YKL007W
YIL043C	YKL129C
YIL043C	YLR075W
YIL043C	YLR150W
YIL043C	YLR432W
YIL043C	YML072C
YIL043C	YMR186W
YIL043C	YNL055C
YIL043C	YNL067W
YIL043C	YOL006C
YIL043C	YOL012C
YIL043C	YOL077C
YIL043C	YOR086C
YIL051C	YIL147C
YIL051C	YKR048C
YIL056W	YLR258W
YIL061C	YLR147C
YIL061C	YLR275W
YIL061C	YML046W
YIL061C	YOR159C
YIL062C	YOL097C
YIL063C	YJL080C
YIL063C	YKR048C
YIL063C	YNL041C
YIL063C	YNL084C
YIL071C	YOL117W
YIL071C	YPR080W
YIL072W	YMR165C
YIL095W	YJL109C
YIL095W	YLR015W
YIL095W	YPR161C
YIL097W	YPL061W
YIL104C	YML056C
YIL107C	YML106W
YIL107C	YOR116C
YIL115C	YJL041W
YIL125W	YIL156W
YIL125W	YJL050W
YIL126W	YKL091C
YIL126W	YKL121W
YIL126W	YKR008W
YIL126W	YLR033W
YIL126W	YOR290C
YIL129C	YKR079C
YIL129C	YNL250W
YIL129C	YPR103W
YIL143C	YLR258W
YIL149C	YLR132C
YIL149C	YPR144C
YIL156W	YIR003W
YIL156W	YJL019W
YIL156W	YJL095W
YIL156W	YLR014C
YIL156W	YLR347C
YIL156W	YMR272C
YIL156W	YNL297C
YIL156W	YNR016C
YIL156W	YOR124C
YIL161W	YNL023C
YIR001C	YMR198W
YIR001C	YMR229C
YIR001C	YPR161C
YIR003W	YKL007W
YIR019C	YMR284W
YIR025W	YKL022C
YIR029W	YPL004C
YJL001W	YJR014W
YJL001W	YOL038W
YJL001W	YOR362C
YJL001W	YPR103W
YJL010C	YLR197W
YJL023C	YNL185C
YJL041W	YJL050W
YJL041W	YLR200W
YJL042W	YLR429W
YJL050W	YKR092C
YJL050W	YLR150W
YJL050W	YLR197W
YJL050W	YOL041C
YJL050W	YOR231W
YJL050W	YPL093W
YJL050W	YPL146C
YJL050W	YPL220W
YJL052W	YJR032W
YJL052W	YKL104C
YJL052W	YKL212W
YJL052W	YKR042W
YJL052W	YLL002W
YJL052W	YLL060C
YJL052W	YLR027C
YJL052W	YML056C
YJL052W	YNL041C
YJL052W	YNL088W
YJL052W	YPR161C
YJL052W	YPR164W
YJL063C	YJR113C
YJL063C	YPL183C
YJL069C	YPL086C
YJL070C	YJL157C
YJL070C	YML125C
YJL070C	YMR131C
YJL070C	YNR016C
YJL072C	YPR135W
YJL074C	YKR064W
YJL076W	YJL093C
YJL076W	YLR429W
YJL076W	YNL248C
YJL076W	YOR173W
YJL076W	YOR340C
YJL076W	YPR161C
YJL080C	YJL095W
YJL080C	YLL027W
YJL080C	YMR186W
YJL080C	YPL048W
YJL081C	YJR082C
YJL081C	YML041C
YJL081C	YNL059C
YJL081C	YNL107W
YJL081C	YNL136W
YJL081C	YOR244W
YJL081C	YPL235W
YJL081C	YPR023C
YJL081C	YPR161C
YJL084C	YJL197W
YJL084C	YJR005W
YJL084C	YOR191W
YJL084C	YPL090C
YJL092W	YLR429W
YJL093C	YLR429W
YJL093C	YLR435W
YJL093C	YMR104C
YJL093C	YNL106C
YJL093C	YNL208W
YJL093C	YPR171W
YJL095W	YLR197W
YJL095W	YLR347C
YJL095W	YOL144W
YJL095W	YPL004C
YJL099W	YNR016C
YJL109C	YJR002W
YJL109C	YLR015W
YJL109C	YLR150W
YJL109C	YLR197W
YJL109C	YPL012W
YJL109C	YPL146C
YJL122W	YMR308C
YJL123C	YNL136W
YJL123C	YNL330C
YJL123C	YOL109W
YJL123C	YPL183C
YJL125C	YNL062C
YJL132W	YLR258W
YJL138C	YJR064W
YJL138C	YJR140C
YJL138C	YLR027C
YJL138C	YLR371W
YJL138C	YLR380W
YJL138C	YLR429W
YJL138C	YMR308C
YJL138C	YNL250W
YJL138C	YOR061W
YJL138C	YOR341W
YJL138C	YPR036W
YJL138C	YPR089W
YJL140W	YML010W
YJL140W	YOL005C
YJL140W	YOR210W
YJL146W	YPL154C
YJL157C	YJR011C
YJL176C	YLR258W
YJL176C	YNR010W
YJL176C	YOR290C
YJL197W	YOL092W
YJL197W	YOR019W
YJL197W	YPR112C
YJL206C	YPL090C
YJL217W	YPR118W
YJR001W	YOR128C
YJR002W	YJR014W
YJR002W	YNL136W
YJR010C-A	YLR066W
YJR010C-A	YLR075W
YJR010C-A	YLR150W
YJR010C-A	YML055W
YJR010C-A	YML072C
YJR010C-A	YMR229C
YJR010C-A	YMR312W
YJR010C-A	YOL041C
YJR010C-A	YOR086C
YJR014W	YLR266C
YJR014W	YOR028C
YJR032W	YLR314C
YJR032W	YML062C
YJR032W	YMR186W
YJR032W	YMR297W
YJR032W	YPL161C
YJR036C	YNL307C
YJR041C	YLR150W
YJR041C	YLR347C
YJR041C	YMR125W
YJR041C	YPL178W
YJR042W	YPL169C
YJR050W	YPR101W
YJR052W	YPL046C
YJR059W	YMR049C
YJR082C	YLR150W
YJR082C	YLR330W
YJR082C	YLR455W
YJR082C	YNL107W
YJR082C	YNL136W
YJR082C	YOR244W
YJR082C	YPR023C
YJR084W	YLR150W
YJR084W	YPL012W
YJR090C	YOL012C
YJR102C	YNL206C
YJR102C	YPL002C
YJR104C	YKL029C
YJR104C	YKR003W
YJR104C	YMR038C
YJR110W	YLR424W
YJR132W	YMR110C
YJR132W	YOR341W
YJR139C	YMR186W
YJR140C	YOR128C
YJR144W	YPR180W
YJR148W	YLR418C
YKL003C	YPL004C
YKL007W	YKL028W
YKL007W	YMR229C
YKL007W	YOR236W
YKL015W	YLL010C
YKL015W	YOL109W
YKL023W	YLR398C
YKL023W	YOL012C
YKL023W	YPR161C
YKL028W	YKR062W
YKL028W	YLR150W
YKL028W	YLR167W
YKL028W	YLR258W
YKL028W	YMR075W
YKL028W	YNL054W
YKL028W	YNL112W
YKL028W	YOL012C
YKL028W	YPR056W
YKL029C	YNL045W
YKL041W	YLR025W
YKL052C	YKR037C
YKL052C	YKR083C
YKL056C	YNL193W
YKL056C	YNL250W
YKL056C	YPL048W
YKL058W	YOR093C
YKL058W	YOR194C
YKL059C	YPR107C
YKL074C	YLR116W
YKL077W	YPR161C
YKL078W	YLR258W
YKL078W	YNL186W
YKL078W	YOL041C
YKL082C	YPR161C
YKL088W	YKL197C
YKL088W	YKR072C
YKL088W	YOR039W
YKL088W	YOR054C
YKL088W	YOR061W
YKL088W	YPR088C
YKL091C	YKR008W
YKL091C	YLR033W
YKL091C	YMR079W
YKL091C	YPL133C
YKL092C	YLR182W
YKL092C	YMR120C
YKL092C	YNL113W
YKL103C	YOL135C
YKL104C	YMR213W
YKL104C	YNL229C
YKL104C	YOL109W
YKL104C	YOR362C
YKL105C	YLR429W
YKL114C	YOL126C
YKL114C	YPL127C
YKL114C	YPR052C
YKL116C	YOR078W
YKL122C	YKL129C
YKL122C	YLR432W
YKL122C	YPL210C
YKL122C	YPR088C
YKL129C	YMR109W
YKL134C	YNL021W
YKL135C	YLR455W
YKL135C	YPR029C
YKL139W	YML112W
YKL143W	YPL239W
YKL145W	YPL004C
YKL145W	YPR108W
YKL157W	YPR162C
YKL160W	YKR048C
YKL160W	YLR429W
YKL160W	YOR061W
YKL160W	YPL146C
YKL167C	YML025C
YKL173W	YLR147C
YKL173W	YLR275W
YKL173W	YLR429W
YKL173W	YMR237W
YKL173W	YOR159C
YKL173W	YOR308C
YKL173W	YPR101W
YKL173W	YPR108W
YKL190W	YML057W
YKL190W	YOR315W
YKL197C	YNL186W
YKL206C	YOL038W
YKL207W	YLR258W
YKL212W	YLR150W
YKL212W	YPL099C
YKL213C	YML117W
YKR008W	YLR033W
YKR008W	YMR125W
YKR008W	YNL098C
YKR014C	YMR258C
YKR018C	YLL052C
YKR018C	YLR017W
YKR018C	YLR383W
YKR018C	YMR273C
YKR018C	YNL042W
YKR018C	YOR323C
YKR023W	YPR023C
YKR025W	YNL151C
YKR025W	YOR116C
YKR025W	YOR210W
YKR025W	YPR190C
YKR028W	YPR161C
YKR037C	YKR083C
YKR047W	YPR161C
YKR048C	YKR092C
YKR048C	YLR330W
YKR048C	YLR429W
YKR048C	YML041C
YKR048C	YMR110C
YKR048C	YMR120C
YKR048C	YOL012C
YKR048C	YOL070C
YKR048C	YOR035C
YKR048C	YOR177C
YKR048C	YPL090C
YKR048C	YPL220W
YKR048C	YPR089W
YKR056W	YKR072C
YKR067W	YOR174W
YKR071C	YOL126C
YKR071C	YOR030W
YKR072C	YOR061W
YKR077W	YLR182W
YKR078W	YLL005C
YKR079C	YOR355W
YKR085C	YMR193W
YKR092C	YLR197W
YKR092C	YLR429W
YKR092C	YLR435W
YKR092C	YNL049C
YKR092C	YOL012C
YLL002W	YMR020W
YLL002W	YPL004C
YLL003W	YNR007C
YLL005C	YPR112C
YLL008W	YMR049C
YLL010C	YLR019W
YLL010C	YOR043W
YLL018C	YNL250W
YLL023C	YLR015W
YLL023C	YPL138C
YLL034C	YLR150W
YLL034C	YNL242W
YLL034C	YOR361C
YLL035W	YMR120C
YLL036C	YLR117C
YLL036C	YLR132C
YLL036C	YMR213W
YLL036C	YPR101W
YLL055W	YPR062W
YLL060C	YLR258W
YLL060C	YLR429W
YLL060C	YOR074C
YLL062C	YOR064C
YLR005W	YPR056W
YLR015W	YLR246W
YLR015W	YLR429W
YLR015W	YNL154C
YLR015W	YPL004C
YLR015W	YPL138C
YLR019W	YOR043W
YLR021W	YPL144W
YLR024C	YMR186W
YLR027C	YMR186W
YLR027C	YNL172W
YLR028C	YMR120C
YLR028C	YNR034W
YLR035C	YMR186W
YLR045C	YML124C
YLR055C	YMR007W
YLR055C	YMR236W
YLR069C	YMR186W
YLR075W	YNR053C
YLR075W	YPL220W
YLR075W	YPR161C
YLR079W	YPR119W
YLR079W	YPR120C
YLR090W	YPR036W
YLR094C	YPR161C
YLR095C	YMR044W
YLR096W	YPL063W
YLR106C	YMR131C
YLR107W	YLR435W
YLR113W	YLR248W
YLR117C	YMR213W
YLR117C	YOR279C
YLR117C	YPR029C
YLR117C	YPR101W
YLR132C	YMR186W
YLR143W	YMR170C
YLR143W	YOR341W
YLR146C	YPR069C
YLR147C	YLR275W
YLR147C	YLR325C
YLR147C	YML046W
YLR147C	YMR213W
YLR147C	YMR288W
YLR147C	YOR097C
YLR147C	YOR159C
YLR147C	YOR308C
YLR147C	YPR101W
YLR148W	YOR323C
YLR148W	YPL212C
YLR150W	YLR231C
YLR150W	YLR398C
YLR150W	YLR418C
YLR150W	YLR435W
YLR150W	YLR455W
YLR150W	YML006C
YLR150W	YML102W
YLR150W	YMR070W
YLR150W	YMR173W
YLR150W	YMR229C
YLR150W	YNL067W
YLR150W	YNL110C
YLR150W	YNL136W
YLR150W	YNL186W
YLR150W	YNL250W
YLR150W	YNR053C
YLR150W	YOL004W
YLR150W	YOL061W
YLR150W	YOL135C
YLR150W	YPL146C
YLR150W	YPL150W
YLR150W	YPL239W
YLR150W	YPL245W
YLR150W	YPR161C
YLR150W	YPR164W
YLR154C	YNL072W
YLR167W	YLR435W
YLR178C	YMR297W
YLR178C	YNL009W
YLR179C	YPL004C
YLR197W	YLR347C
YLR197W	YLR380W
YLR197W	YLR432W
YLR197W	YLR455W
YLR197W	YML012W
YLR197W	YNL045W
YLR197W	YNL088W
YLR197W	YNL186W
YLR197W	YNL250W
YLR197W	YOL093W
YLR197W	YOL144W
YLR197W	YOR078W
YLR197W	YPL153C
YLR197W	YPR029C
YLR197W	YPR161C
YLR200W	YLR258W
YLR200W	YML094W
YLR200W	YMR224C
YLR227C	YLR258W
YLR231C	YPR036W
YLR258W	YLR347C
YLR258W	YML001W
YLR258W	YMR198W
YLR258W	YMR308C
YLR270W	YOR173W
YLR270W	YPL245W
YLR275W	YMR132C
YLR275W	YNR011C
YLR275W	YOR159C
YLR275W	YOR244W
YLR275W	YOR308C
YLR275W	YPL064C
YLR275W	YPR101W
YLR288C	YOR368W
YLR295C	YMR173W
YLR299W	YOR168W
YLR314C	YMR109W
YLR315W	YPL018W
YLR315W	YPR046W
YLR319C	YOL016C
YLR319C	YPL004C
YLR325C	YNR053C
YLR330W	YMR008C
YLR330W	YMR237W
YLR330W	YNL045W
YLR330W	YOL092W
YLR335W	YLR347C
YLR335W	YNL208W
YLR337C	YOL126C
YLR337C	YOR181W
YLR345W	YML098W
YLR345W	YOR219C
YLR347C	YLR386W
YLR347C	YLR392C
YLR347C	YML010W
YLR347C	YMR049C
YLR347C	YMR120C
YLR347C	YMR125W
YLR347C	YMR186W
YLR347C	YNL045W
YLR347C	YNL134C
YLR347C	YNL136W
YLR347C	YNL330C
YLR347C	YOL051W
YLR347C	YOL077C
YLR347C	YOL126C
YLR347C	YOR098C
YLR347C	YOR124C
YLR347C	YOR191W
YLR347C	YOR361C
YLR347C	YPL090C
YLR347C	YPL153C
YLR347C	YPL178W
YLR347C	YPR023C
YLR347C	YPR103W
YLR347C	YPR180W
YLR347C	YPR190C
YLR354C	YMR104C
YLR354C	YPL236C
YLR371W	YMR277W
YLR380W	YLR429W
YLR380W	YOR355W
YLR386W	YNL021W
YLR386W	YNL325C
YLR386W	YOR168W
YLR398C	YML056C
YLR398C	YML057W
YLR398C	YMR229C
YLR398C	YMR237W
YLR407W	YOR061W
YLR408C	YNL086W
YLR418C	YLR429W
YLR418C	YMR085W
YLR418C	YMR113W
YLR418C	YMR186W
YLR418C	YOL145C
YLR418C	YOR039W
YLR418C	YOR061W
YLR418C	YOR123C
YLR418C	YOR138C
YLR418C	YPL242C
YLR418C	YPL247C
YLR419W	YNL186W
YLR425W	YPL066W
YLR429W	YMR229C
YLR429W	YNL082W
YLR429W	YNL106C
YLR429W	YNL208W
YLR429W	YNL244C
YLR429W	YOL012C
YLR429W	YOL098C
YLR429W	YOR124C
YLR429W	YPL004C
YLR429W	YPL146C
YLR429W	YPL218W
YLR429W	YPR161C
YLR429W	YPR171W
YLR432W	YML056C
YLR432W	YNL067W
YLR432W	YOR128C
YLR432W	YOR360C
YLR432W	YPL220W
YLR435W	YNL230C
YLR435W	YOR128C
YLR435W	YPL146C
YLR442C	YOR361C
YLR455W	YMR229C
YLR455W	YNL088W
YLR455W	YNL248C
YLR455W	YOL077C
YLR455W	YOR064C
YLR455W	YPL127C
YML007W	YNR010W
YML010W	YOL005C
YML010W	YOR061W
YML010W	YOR210W
YML010W	YOR355W
YML010W	YOR361C
YML012W	YML055W
YML012W	YOL012C
YML025C	YMR193W
YML032C	YMR186W
YML032C	YPR161C
YML041C	YNL107W
YML041C	YPL235W
YML042W	YNL216W
YML046W	YOR159C
YML056C	YMR186W
YML056C	YNL287W
YML056C	YOL004W
YML056C	YOL045W
YML056C	YOR123C
YML056C	YOR128C
YML056C	YOR360C
YML056C	YPR154W
YML057W	YPL168W
YML057W	YPR196W
YML062C	YNL253W
YML062C	YOR191W
YML098W	YMR005W
YML098W	YMR236W
YML098W	YPL137C
YML102W	YPL153C
YML106W	YPR052C
YML117W	YNL049C
YMR004W	YPL144W
YMR005W	YMR236W
YMR029C	YOR303W
YMR044W	YMR072W
YMR049C	YNL045W
YMR049C	YOL078W
YMR049C	YOR073W
YMR049C	YOR272W
YMR049C	YPR008W
YMR053C	YMR186W
YMR072W	YPR161C
YMR074C	YNL256W
YMR075W	YMR186W
YMR075W	YNL330C
YMR075W	YOL004W
YMR075W	YPL018W
YMR075W	YPR023C
YMR079W	YPR171W
YMR104C	YMR234W
YMR104C	YNL134C
YMR104C	YPR180W
YMR106C	YMR284W
YMR108W	YNL186W
YMR108W	YPL247C
YMR109W	YPR161C
YMR114C	YNL041C
YMR120C	YNR034W
YMR120C	YOR073W
YMR120C	YPL004C
YMR125W	YOR098C
YMR125W	YPL178W
YMR131C	YPL144W
YMR140W	YNL112W
YMR165C	YPL031C
YMR173W	YMR277W
YMR173W	YNL248C
YMR173W	YOL109W
YMR180C	YNL240C
YMR186W	YNL041C
YMR186W	YNL186W
YMR186W	YNL281W
YMR186W	YNR016C
YMR186W	YNR022C
YMR186W	YOL012C
YMR186W	YPL004C
YMR186W	YPL051W
YMR186W	YPL146C
YMR186W	YPR029C
YMR186W	YPR086W
YMR186W	YPR089W
YMR191W	YPR108W
YMR193W	YNL252C
YMR193W	YNR022C
YMR213W	YOR159C
YMR213W	YPR101W
YMR218C	YPL138C
YMR228W	YPR186C
YMR229C	YNL088W
YMR229C	YNL175C
YMR229C	YOL076W
YMR229C	YOL077C
YMR229C	YOR253W
YMR229C	YOR272W
YMR229C	YPR029C
YMR229C	YPR161C
YMR234W	YNL136W
YMR236W	YPL254W
YMR237W	YNL045W
YMR237W	YOL051W
YMR237W	YOR341W
YMR258C	YNL186W
YMR275C	YOL098C
YMR275C	YPL146C
YMR277W	YOL117W
YMR287C	YOR174W
YMR288W	YOR159C
YMR297W	YPR086W
YNL009W	YOR089C
YNL015W	YOR168W
YNL021W	YOR138C
YNL039W	YOR116C
YNL041C	YNL281W
YNL041C	YOR093C
YNL045W	YNR001C
YNL045W	YPL003W
YNL049C	YOR361C
YNL049C	YPL260W
YNL055C	YPR164W
YNL059C	YPL235W
YNL067W	YNL112W
YNL067W	YPL004C
YNL071W	YNL330C
YNL071W	YPR023C
YNL077W	YPR161C
YNL085W	YNL186W
YNL088W	YOR039W
YNL088W	YOR356W
YNL088W	YPL220W
YNL088W	YPR144C
YNL088W	YPR161C
YNL098C	YOR101W
YNL106C	YPR161C
YNL107W	YNL136W
YNL107W	YOR244W
YNL107W	YPR023C
YNL110C	YNR053C
YNL110C	YPL093W
YNL110C	YPL146C
YNL110C	YPR169W
YNL113W	YNL151C
YNL113W	YNL248C
YNL113W	YNR003C
YNL113W	YOR116C
YNL113W	YOR210W
YNL113W	YOR340C
YNL113W	YOR341W
YNL113W	YPR161C
YNL113W	YPR190C
YNL117W	YOR290C
YNL125C	YNL138W
YNL130C	YPL212C
YNL136W	YOR244W
YNL136W	YPL066W
YNL136W	YPR023C
YNL138W	YOR370C
YNL151C	YNR003C
YNL151C	YPR190C
YNL172W	YPR171W
YNL185C	YPR161C
YNL186W	YNL248C
YNL186W	YNL307C
YNL186W	YOL077C
YNL186W	YOR061W
YNL186W	YPL153C
YNL206C	YPR068C
YNL216W	YOR210W
YNL216W	YPL048W
YNL222W	YOR179C
YNL222W	YPR107C
YNL229C	YPL235W
YNL233W	YOR361C
YNL236W	YNR010W
YNL236W	YOL051W
YNL236W	YOL135C
YNL236W	YOR174W
YNL240C	YOR308C
YNL244C	YOR361C
YNL244C	YPL144W
YNL248C	YNR003C
YNL248C	YOR210W
YNL248C	YOR340C
YNL248C	YOR341W
YNL248C	YPR161C
YNL250W	YNR053C
YNL250W	YPL146C
YNL287W	YPR007C
YNL287W	YPR117W
YNL307C	YNR014W
YNL307C	YOR290C
YNL330C	YOL004W
YNL330C	YPR023C
YNR003C	YOR116C
YNR003C	YOR210W
YNR003C	YPR190C
YNR007C	YOR355W
YNR010W	YOL051W
YNR010W	YOR174W
YNR011C	YOR159C
YNR011C	YPL012W
YNR014W	YOR361C
YNR014W	YPL048W
YNR016C	YOL005C
YNR016C	YOL113W
YNR016C	YOR100C
YNR034W	YOR361C
YNR046W	YOL124C
YNR053C	YPL093W
YNR053C	YPL146C
YOL004W	YPR023C
YOL005C	YOR210W
YOL005C	YPR133C
YOL006C	YOR009W
YOL006C	YPR161C
YOL012C	YPR161C
YOL038W	YOR362C
YOL038W	YPR103W
YOL041C	YPR161C
YOL045W	YOR355W
YOL051W	YOL135C
YOL051W	YOR174W
YOL076W	YOR361C
YOL077C	YPR161C
YOL083W	YOR124C
YOL098C	YPL146C
YOL098C	YPR171W
YOL109W	YOR210W
YOL109W	YPR052C
YOL126C	YOR355W
YOL133W	YPR036W
YOL135C	YOR174W
YOL142W	YOR076C
YOL144W	YPR161C
YOL145C	YOR039W
YOL145C	YOR061W
YOL145C	YOR123C
YOR019W	YPL004C
YOR035C	YPL004C
YOR039W	YOR061W
YOR043W	YOR174W
YOR054C	YOR061W
YOR089C	YOR370C
YOR091W	YOR361C
YOR091W	YPL048W
YOR091W	YPR161C
YOR093C	YPR144C
YOR097C	YOR159C
YOR116C	YOR210W
YOR116C	YPR190C
YOR123C	YOR355W
YOR124C	YOR138C
YOR159C	YPR101W
YOR173W	YPL245W
YOR174W	YOR349W
YOR198C	YPL144W
YOR198C	YPR161C
YOR210W	YOR340C
YOR210W	YOR341W
YOR210W	YPR190C
YOR244W	YPL169C
YOR244W	YPR023C
YOR259C	YPL004C
YOR259C	YPR108W
YOR275C	YPR103W
YOR290C	YOR355W
YOR340C	YOR341W
YOR355W	YPR180W
YOR355W	YPR190C
YOR361C	YPL028W
YOR361C	YPL051W
YOR361C	YPL090C
YOR361C	YPL138C
YOR362C	YPR103W
YPL004C	YPL155C
YPL004C	YPR161C
YPL018W	YPR046W
YPL048W	YPR080W
YPL051W	YPR080W
YPL064C	YPR101W
YPL077C	YPL220W
YPL086C	YPL101W
YPL090C	YPL172C
YPL116W	YPL220W
YPL122C	YPR056W
YPL127C	YPR161C
YPL127C	YPR162C
YPL144W	YPR052C
YPL146C	YPR161C
YPL146C	YPR162C
YPL161C	YPR198W
YPL220W	YPR080W
YPL222W	YPL254W
YPL235W	YPR023C
YPR046W	YPR052C
YPR052C	YPR161C
YPR080W	YPR107C
YPR103W	YPR169W
YPR161C	YPR169W
YPR161C	YPR171W
