YAL007C	YAR002C-A
YOR362C	YPR103W
YPL016W	YPR034W
YPL031C	YPL219W
YPL090C	YPL198W
YPL093W	YPL131W
YPL093W	YPL198W
YPL126W	YPR144C
YPL131W	YPL198W
YPL213W	YPR101W
YPL259C	YPR029C
YPR110C	YPR187W
