YHR047C	YLR148W
YIL050W	YLR190W
YPL219W	YPL031C
YDL179W	YPL031C
YDL179W	YDR388W
YGR101W	YJL213W
YGR202C	YGL137W
YGR202C	YNL189W
YER178W	YBR221C
YER178W	YGL137W
YER178W	YGR229C
YBR221C	YGR193C
YBR221C	YBR044C
YBR221C	YLR345W
YBR221C	YML059C
YDR406W	YAR027W
YDR113C	YNL189W
YGR193C	YBR114W
YGR193C	YNL121C
YBR035C	YNL189W
YBL017C	YMR197C
YLR148W	YOR106W
YLR148W	YLR396C
YLR148W	YMR197C
YPL154C	YBR114W
YDR323C	YKR014C
YCR044C	YHR140W
YDR079W	YGL070C
YER153C	YGR222W
YOR158W	YLR424W
YNR045W	YGR222W
YBL030C	YGL137W
YDR265W	YDL065C
YDR265W	YGR133W
YOL147C	YDL065C
YOL147C	YPR086W
YNL214W	YDL065C
YNL214W	YDR142C
YDL065C	YJL210W
YDL065C	YDR329C
YDL065C	YDR235W
YDL065C	YLR071C
YDL065C	YLR063W
YDL065C	YMR163C
YDR329C	YMR203W
YDR142C	YLR105C
YDR142C	YGR184C
YHR185C	YHR014W
YBR196C	YGL229C
YBR196C	YDR164C
YCR012W	YGL137W
YCR012W	YOR110W
YKL043W	YDR510W
YDL106C	YDR146C
YBR093C	YKR106W
YGR233C	YPL031C
YML123C	YJL117W
YML123C	YER125W
YML123C	YDR388W
YML123C	YLR292C
YML123C	YJR117W
YML123C	YPR156C
YML123C	YDR200C
YML123C	YBR159W
YML123C	YKL065C
YML123C	YLR238W
YML123C	YNL116W
YPL031C	YFL033C
YPL031C	YFL030W
YPL031C	YGR234W
YJL117W	YJR010C-A
YJL117W	YBR069C
YJL117W	YGR260W
YJL117W	YEL002C
YJL117W	YKL065C
YJL117W	YHR140W
YJL117W	YPL264C
YBR296C	YML089C
YLR273C	YLR447C
YGR086C	YDR490C
YGR086C	YDL059C
YGR086C	YER120W
YGR086C	YGL137W
YGR086C	YMR059W
YGR086C	YLR447C
YGR086C	YDR200C
YGR086C	YPL150W
YPR154W	YIL108W
YBL051C	YPL235W
YBL051C	YGL127C
YBL051C	YKR096W
YDR490C	YHR207C
YDR490C	YKL166C
YDR490C	YIR044C
YOL011W	YLR447C
YPL036W	YKL174C
YCR024C-A	YJL004C
YCR024C-A	YBR159W
YCR024C-A	YLL023C
YCR024C-A	YLR241W
YDL093W	YBR044C
YGL037C	YNL189W
YBR088C	YJR043C
YBR088C	YNL290W
YBR088C	YBR087W
YBR257W	YBR167C
YBR167C	YGL070C
YNL055C	YDR394W
YNL055C	YLR222C
YNL055C	YHR135C
YNL055C	YNL260C
YNL055C	YOL087C
YNL055C	YNL093W
YIL114C	YHR140W
YMR267W	YNL154C
YHR075C	YDL134C
YNR032W	YGR123C
YDL134C	YPL152W
YDL134C	YGR161C
YDL134C	YHR135C
YDR075W	YGR192C
YDR075W	YHR033W
YDR452W	YPR086W
YGR123C	YGL138C
YGR123C	YNL011C
YEL060C	YDL059C
YEL060C	YGL137W
YEL060C	YDR260C
YEL060C	YBR280C
YMR297W	YLR378C
YER012W	YJL001W
YER012W	YGR135W
YER012W	YER094C
YER012W	YEL037C
YER012W	YHR200W
YER012W	YLR421C
YER012W	YHR027C
YER012W	YER021W
YER012W	YPR108W
YER012W	YKL145W
YER012W	YDR394W
YER012W	YOR117W
YER012W	YHR033W
YER012W	YKL206C
YER012W	YLR199C
YJL001W	YOR157C
YJL001W	YPR054W
YJL001W	YLR386W
YGR135W	YHR200W
YGR135W	YOR043W
YPL192C	YML064C
YGL053W	YHR140W
YGL053W	YLR065C
YAR031W	YBR069C
YLL036C	YAL032C
YLL036C	YFL017W-A
YLL036C	YPR182W
YML046W	YPR182W
YML046W	YLR298C
YKL012W	YNL236W
YKL012W	YFL017W-A
YKL012W	YPR182W
YKL012W	YLR298C
YDR235W	YPR182W
YDR235W	YLR298C
YAL032C	YML049C
YAL032C	YNL189W
YAL032C	YLR345W
YPR178W	YOR159C
YPR178W	YFL017W-A
YPR178W	YPR182W
YPR178W	YDL098C
YPR178W	YBR152W
YDL214C	YEL013W
YKL181W	YER099C
YER099C	YMR139W
YAL017W	YGL112C
YLL010C	YOR043W
YLR019W	YGL127C
YLR019W	YOR043W
YDR032C	YCL032W
YDR032C	YML064C
YDR032C	YDR369C
YDR032C	YHR135C
YLR376C	YHL006C
YBL056W	YDR076W
YBL056W	YDL059C
YBL056W	YBR097W
YBL056W	YGR205W
YBR125C	YDR247W
YBR125C	YDR186C
YGR156W	YPR107C
YOR157C	YER094C
YOR157C	YEL037C
YER094C	YHR200W
YPL212C	YER064C
YBR218C	YHR135C
YPR191W	YJR035W
YPR191W	YPR054W
YPR191W	YNL189W
YPR191W	YML064C
YDR529C	YLR292C
YDR529C	YBR082C
YIL120W	YBR159W
YIL120W	YLL023C
YDL103C	YDR288W
YMR022W	YNR031C
YML095C	YMR201C
YML095C	YHR008C
YMR201C	YBR114W
YMR201C	YEL037C
YMR201C	YER162C
YMR201C	YDL140C
YMR201C	YDR311W
YMR201C	YIL011W
YBR114W	YCR028C-A
YBR114W	YHL024W
YBR114W	YGR192C
YBR114W	YOR332W
YBR114W	YMR226C
YBR114W	YMR315W
YEL037C	YER162C
YEL037C	YHR200W
YEL037C	YHR027C
YEL037C	YER021W
YEL037C	YDL140C
YEL037C	YKL145W
YEL037C	YDR394W
YEL037C	YOR117W
YEL037C	YHL025W
YEL037C	YDR311W
YEL037C	YCR001W
YEL037C	YDR314C
YER173W	YNL290W
YER173W	YBR087W
YER173W	YDR394W
YER173W	YHR079C-A
YER173W	YLR413W
YJR035W	YMR226C
YGR258C	YDR311W
YER162C	YHL025W
YER095W	YDR076W
YER095W	YDR394W
YER095W	YER047C
YER095W	YNL189W
YER095W	YLR337C
YER095W	YGR234W
YER095W	YPL238C
YER095W	YPR011C
YDR076W	YHR033W
YDL059C	YDR394W
YDL059C	YGR049W
YDL059C	YGL137W
YDL059C	YKL210W
YGL246C	YDL047W
YJR033C	YDR202C
YJR033C	YBR127C
YJR033C	YOR332W
YDR202C	YBR127C
YDR202C	YOR332W
YOR265W	YFL037W
YGL158W	YOR018W
YDL135C	YKR055W
YDL135C	YNL176C
YOR380W	YML064C
YBR049C	YLR176C
YBR049C	YNL189W
YLR329W	YHR157W
YLR329W	YHL022C
YJR021C	YNL189W
YDR028C	YBR126C
YPL010W	YGL137W
YJL173C	YDR128W
YJL173C	YJR141W
YNL290W	YBR087W
YNL290W	YCL028W
YNL290W	YDR394W
YNL290W	YLR058C
YNL290W	YCL042W
YNL290W	YMR226C
YOR127W	YBR137W
YOR127W	YJL185C
YLR071C	YNL236W
YLR071C	YDL052C
YLR071C	YJR110W
YKL038W	YOR047C
YDL138W	YLR313C
YDL138W	YIR039C
YLR383W	YNL189W
YBL082C	YKL210W
YKR055W	YKL216W
YNL180C	YLL033W
YBL033C	YNL105W
YBL033C	YPR172W
YOL143C	YKR104W
YMR139W	YER022W
YMR139W	YBR126C
YMR139W	YML100W
YMR139W	YPL158C
YMR154C	YGL112C
YMR154C	YLR447C
YMR154C	YER066W
YFL033C	YBR126C
YNL207W	YPL012W
YNL207W	YBR025C
YMR061W	YBR103W
YMR061W	YLR082C
YMR061W	YGL112C
YMR061W	YBR105C
YMR235C	YLR119W
YLL046C	YDR455C
YCL028W	YER125W
YCL028W	YLR403W
YCL028W	YML058W
YCL028W	YNL189W
YCL028W	YDR260C
YCL028W	YBR223C
YCL028W	YEL021W
YCL028W	YDR128W
YOR018W	YER125W
YOL005C	YDL140C
YJL140W	YGL070C
YJL140W	YDL140C
YGL070C	YDL140C
YGL070C	YER115C
YGL070C	YDR260C
YGL070C	YGR186W
YGL070C	YBR089W
YGL070C	YDL053C
YGL070C	YDL183C
YGL070C	YDR056C
YGL070C	YJL182C
YGL070C	YJR162C
YGL070C	YKL086W
YGL070C	YFL038C
YKR025W	YDL150W
YPL131W	YMR041C
YHR200W	YLR421C
YHR200W	YER021W
YHR200W	YPR108W
YHR200W	YKL145W
YHR200W	YDR394W
YHR200W	YER120W
YHR200W	YER022W
YLR421C	YKL145W
YHR027C	YKL145W
YHR027C	YDR394W
YHR027C	YBR175W
YHR027C	YKL171W
YER021W	YPR108W
YER021W	YKL145W
YER021W	YDR394W
YER021W	YDR363W-A
YPR108W	YKL145W
YPR108W	YDR394W
YPR108W	YGL137W
YPR108W	YDR363W-A
YDL140C	YER125W
YDL140C	YNL236W
YDL140C	YKR062W
YDL140C	YNL266W
YDL081C	YPR086W
YDL081C	YGR209C
YDL081C	YOR229W
YDL081C	YPL005W
YKL145W	YDR394W
YKL145W	YOR117W
YKL145W	YGR184C
YDR394W	YOR117W
YDR394W	YGL137W
YDR394W	YMR216C
YDR394W	YLR306W
YDR394W	YGL074C
YPL152W	YLR447C
YML043C	YKL137W
YDR087C	YLR447C
YDL111C	YHR069C
YHR069C	YOR076C
YHR069C	YNL189W
YHR069C	YAL005C
YML049C	YOR159C
YML049C	YFL017W-A
YML049C	YPR182W
YML049C	YBR152W
YNR037C	YBR197C
YGL129C	YER022W
YGL129C	YAR027W
YDR494W	YPL276W
YMR266W	YMR059W
YER125W	YDR388W
YER125W	YNL243W
YER125W	YKL020C
YER125W	YDL203C
YER125W	YGR068C
YER125W	YLR392C
YJL047C	YDR139C
YGR275W	YPR086W
YDR289C	YNL189W
YDR139C	YLR306W
YPL235W	YDR388W
YPL235W	YBR254C
YDR388W	YPR055W
YDR388W	YNL243W
YDR388W	YDR515W
YDR388W	YPR088C
YDR388W	YNL138W
YDR388W	YLR337C
YDR388W	YGL060W
YDR388W	YJR083C
YDR388W	YNL086W
YDR388W	YHR016C
YHR079C-A	YPR086W
YDR143C	YNL189W
YER047C	YCL032W
YGL229C	YJL178C
YGL229C	YJL211C
YHR103W	YMR183C
YHR103W	YCR061W
YDR351W	YNL070W
YER019C-A	YDR074W
YJL080C	YMR059W
YER120W	YAR042W
YLL041C	YBR044C
YIR022W	YJR010C-A
YIR022W	YBR159W
YIR022W	YLR343W
YLR208W	YDL195W
YLR208W	YDR128W
YLR208W	YHL039W
YLR208W	YPR107C
YGL233W	YCL032W
YBR080C	YGL137W
YDR164C	YGR009C
YDR164C	YKR014C
YDR498C	YOR075W
YPR181C	YIL109C
YPR181C	YDL195W
YPR181C	YLR026C
YIL109C	YDL195W
YIL109C	YLR026C
YGL137W	YKL166C
YER008C	YDR166C
YFL005W	YGL161C
YFL005W	YNL263C
YFL005W	YFL038C
YLR378C	YDR086C
YLR378C	YPL253C
YLR378C	YBR159W
YPL094C	YLR292C
YPL094C	YPR086W
YPL094C	YAR027W
YLR292C	YAL053W
YLR292C	YBR159W
YLR292C	YDR387C
YLR292C	YKR103W
YGR009C	YAL030W
YGR009C	YOR327C
YGR009C	YBL106C
YGR009C	YMR183C
YLR026C	YKL006C-A
YLR026C	YMR197C
YBL066C	YDR247W
YMR059W	YLR105C
YMR059W	YPL083C
YMR059W	YKL210W
YMR059W	YOR332W
YMR059W	YKL080W
YMR059W	YBR025C
YMR059W	YKL056C
YLR105C	YPL083C
YJL168C	YHR152W
YJL168C	YPL073C
YLR321C	YGL127C
YLR321C	YML064C
YLR321C	YLR345W
YLR403W	YBR175W
YKL006C-A	YHR140W
YKL006C-A	YNL092W
YCL010C	YGL112C
YCL010C	YKL023W
YIR001C	YNL138W
YIR001C	YGR192C
YIR001C	YGR250C
YOR007C	YBR137W
YOR007C	YOL111C
YOR007C	YDR349C
YLR058C	YNL189W
YHL006C	YLR046C
YBR103W	YCR033W
YBR103W	YNL189W
YBR103W	YJR141W
YBR103W	YML109W
YNL236W	YGR046W
YLR442C	YMR226C
YLR442C	YML109W
YOL113W	YBR058C
YGR143W	YBR254C
YNL243W	YHR016C
YDL052C	YNL138W
YOR008C	YNL121C
YPL027W	YCR095C
YOR159C	YPR182W
YOR159C	YGR269W
YLR034C	YOR069W
YLR034C	YAL018C
YLR034C	YKL065C
YGR229C	YGR185C
YPR054W	YLL030C
YML058W	YNL116W
YDR510W	YGL127C
YDR510W	YNL189W
YDR510W	YBR223C
YDR510W	YDR390C
YFL017W-A	YLR298C
YFL017W-A	YLR424W
YPR182W	YNL189W
YPR182W	YCL032W
YPR182W	YML064C
YPR182W	YLR424W
YJL151C	YHR016C
YOR327C	YGR197C
YDR073W	YNL189W
YPL002C	YPR086W
YPL002C	YJR102C
YPL002C	YLR417W
YGL131C	YLR413W
YDL098C	YBR152W
YDR425W	YJL036W
YDR425W	YGL161C
YDR425W	YJR110W
YDR425W	YKR014C
YNL333W	YNL189W
YNL333W	YML064C
YNL333W	YMR322C
YGL127C	YER022W
YGL127C	YDR308C
YGL127C	YOR047C
YGL127C	YDR092W
YGL127C	YLR222C
YGL127C	YEL038W
YGL127C	YDR259C
YGL127C	YDR084C
YGL127C	YDR095C
YGL127C	YDR479C
YGL127C	YER119C
YGL127C	YER184C
YGL127C	YFR026C
YGL127C	YGL250W
YGL127C	YGR139W
YGL127C	YKL137W
YGL127C	YLL065W
YGL127C	YLR311C
YGL127C	YOR263C
YGL127C	YOR289W
YHR163W	YDR287W
YDR356W	YPL124W
YDR356W	YKL042W
YDR356W	YHR172W
YDR356W	YNL126W
YJR010C-A	YJR117W
YJR010C-A	YBR069C
YJR010C-A	YLR447C
YJR010C-A	YBR159W
YJR010C-A	YKL065C
YPL124W	YKL042W
YPL124W	YML064C
YPL124W	YBR270C
YPL124W	YDL203C
YAL047C	YHR172W
YAL047C	YNL126W
YAL047C	YCL032W
YHR172W	YNL126W
YHR172W	YPR086W
YNL126W	YDR350C
YPR069C	YLR146C
YLR313C	YDL159W
YLR313C	YCR084C
YHR152W	YER022W
YHR152W	YNL138W
YHR152W	YLR132C
YPL138C	YBR175W
YER115C	YOL003C
YER115C	YML109W
YNL202W	YMR102C
YLR055C	YGL112C
YER022W	YPL042C
YER022W	YMR039C
YER022W	YOR143C
YER022W	YIL022W
YER022W	YOR187W
YER022W	YDR259C
YER022W	YBR047W
YER022W	YFR038W
YER022W	YGR243W
YER022W	YHL005C
YER022W	YHL044W
YER022W	YJL142C
YER022W	YKL051W
YER022W	YKL063C
YER022W	YLL020C
YER022W	YLL065W
YER022W	YMR114C
YER022W	YMR244W
YER022W	YNR024W
YER022W	YPL098C
YDR308C	YCL032W
YLR082C	YNL189W
YLR082C	YML064C
YBL106C	YHR161C
YNL189W	YIR011C
YNL189W	YGR192C
YNL189W	YGR144W
YNL189W	YML028W
YNL189W	YIL008W
YNL189W	YJR133W
YNL189W	YBR137W
YNL189W	YER010C
YNL189W	YHL018W
YNL189W	YJL199C
YNL189W	YJR037W
YNL189W	YJR056C
YNL189W	YKL023W
YNL189W	YLR211C
YNL189W	YLR345W
YNL189W	YMR226C
YNL189W	YNL047C
YNL189W	YPR090W
YNL138W	YHR070W
YNL138W	YLR222C
YNL138W	YOL087C
YJR045C	YIL022W
YDR293C	YML064C
YDR443C	YPL042C
YMR183C	YHR161C
YOR242C	YFL026W
YOR242C	YDR007W
YLR452C	YLR417W
YLR452C	YDL180W
YLR452C	YDR319C
YLR452C	YML038C
YNL222W	YPR107C
YOR047C	YBR175W
YOR047C	YMR236W
YOR047C	YLR447C
YOR047C	YBR270C
YOR047C	YJL048C
YOR047C	YOL131W
YJR086W	YGR115C
YJR117W	YGR260W
YJR117W	YEL002C
YJR117W	YCR061W
YJR117W	YDR307W
YJR117W	YHR140W
YJR117W	YIL171W
YFL026W	YGR141W
YFL026W	YHR016C
YCL032W	YPL120W
YCL032W	YLL049W
YCL032W	YNL086W
YPR086W	YBR175W
YPR086W	YOR110W
YPR086W	YKL058W
YPR086W	YOR045W
YPR086W	YPR066W
YPR086W	YAR066W
YPR086W	YDR133C
YPR086W	YDR271C
YPR086W	YGR053C
YPR086W	YGR205W
YPR086W	YGR291C
YPR086W	YHL044W
YPR086W	YJL072C
YPR086W	YLR201C
YPR086W	YMR315W
YPR086W	YOL111C
YPR086W	YOR082C
YPR086W	YOR114W
YPR086W	YPR157W
YPR086W	YFL038C
YDR172W	YOR069W
YDR346C	YLR077W
YDR126W	YEL002C
YOR333C	YER063W
YDR146C	YCR087W
YJL004C	YNL121C
YJL004C	YLR241W
YJL004C	YML038C
YJL004C	YPL264C
YJL004C	YHR016C
YML015C	YBR198C
YML015C	YMR236W
YML015C	YMR077C
YBR198C	YGL112C
YBR198C	YMR236W
YBR198C	YDR259C
YBR198C	YBR025C
YGL112C	YMR236W
YGL112C	YOR220W
YMR236W	YBR270C
YBR069C	YKL065C
YBR069C	YHR020W
YBR069C	YLR343W
YML064C	YGR144W
YML064C	YKL080W
YML064C	YOR229W
YML064C	YLR070C
YML064C	YBR137W
YML064C	YCR087W
YML064C	YFL054C
YML064C	YGR234W
YML064C	YHR033W
YML064C	YJL199C
YML064C	YJR056C
YML064C	YMR226C
YML064C	YKR014C
YDR311W	YIL144W
YDR311W	YOR089C
YDR311W	YDR259C
YDR311W	YGR033C
YBR123C	YOR110W
YBR123C	YPL007C
YOR110W	YHR117W
YGR144W	YNL116W
YER063W	YKL056C
YIL144W	YPL260W
YIL022W	YDL091C
YBR067C	YNL237W
YOR010C	YGL139W
YGR260W	YAR033W
YGR260W	YBR159W
YGR260W	YKL065C
YGR260W	YHR048W
YGR260W	YMR299C
YGR260W	YPR028W
YNL131W	YMR203W
YNL131W	YNL121C
YOR045W	YBR077C
YBR162C	YBL095W
YGL096W	YLR447C
YKL166C	YHR135C
YKL166C	YHR033W
YKL166C	YNL093W
YPR156C	YBR159W
YPR156C	YBR285W
YPR156C	YKL065C
YPR156C	YHR140W
YPR156C	YLR297W
YBR126C	YDR074W
YBR126C	YMR261C
YBR126C	YML100W
YBR126C	YDR247W
YBR126C	YOR089C
YBR126C	YCR079W
YDR074W	YMR261C
YDR074W	YML100W
YDR074W	YLR447C
YDR074W	YAR066W
YDR407C	YBR254C
YMR218C	YBR254C
YBR254C	YJR116W
YGR209C	YHR199C
YML028W	YPL208W
YML085C	YFL037W
YOR187W	YDR542W
YKL210W	YDR092W
YKL210W	YER100W
YKL210W	YHR135C
YPR066W	YPL003W
YLR306W	YPL003W
YER100W	YAL053W
YER100W	YKL056C
YER100W	YPL229W
YER100W	YFL038C
YGR184C	YJL141C
YGR184C	YGL081W
YBR006W	YKL023W
YAR027W	YAR028W
YAR027W	YAR030C
YAR027W	YBR159W
YAR027W	YEL041W
YAR027W	YHR048W
YAR027W	YKR105C
YAR027W	YML038C
YPL003W	YLR447C
YLR222C	YHR020W
YEL005C	YEL013W
YEL005C	YGL079W
YEL005C	YNL086W
YEL013W	YLR254C
YOR106W	YLR396C
YOR106W	YMR197C
YDL128W	YKL102C
YOR054C	YGL132W
YPL253C	YNR042W
YBR127C	YKL080W
YBR127C	YLR447C
YOR332W	YLR447C
YLR447C	YDR484W
YLR447C	YDR259C
YLR447C	YDL193W
YLR447C	YDL221W
YLR447C	YDL233W
YLR447C	YDL241W
YLR447C	YER064C
YLR447C	YHR009C
YLR447C	YJL199C
YLR447C	YJR141W
YLR447C	YKR100C
YLR447C	YLL033W
YLR447C	YLR426W
YLR447C	YMR071C
YLR447C	YOL036W
YOR132W	YOR069W
YMR077C	YJR102C
YMR077C	YLR417W
YMR077C	YPR173C
YOR089C	YHR135C
YOR089C	YGL161C
YOR089C	YGR223C
YOR089C	YNL263C
YOR089C	YKR014C
YOR089C	YNL093W
YJR102C	YLR417W
YLR396C	YMR291W
YGL095C	YMR197C
YPR173C	YLR181C
YPR173C	YER128W
YDR484W	YJL029C
YDR484W	YDR027C
YDR484W	YDR259C
YJL029C	YDR027C
YDR200C	YFR008W
YDR200C	YLR238W
YJL222W	YBR159W
YJL222W	YKL065C
YEL002C	YBR159W
YEL002C	YKL065C
YEL002C	YOL003C
YEL002C	YPR011C
YDR369C	YBR063C
YJL141C	YLR241W
YJL141C	YPL247C
YAL004W	YML109W
YAL018C	YIL171W
YIR018W	YGR168C
YDR259C	YBR270C
YDR259C	YNL092W
YAR028W	YBR159W
YAR028W	YPL264C
YAR033W	YKL174C
YBR042C	YHR115C
YBR077C	YGR201C
YBR159W	YDL206W
YBR159W	YDR307W
YBR159W	YHR140W
YBR159W	YKR106W
YBR159W	YLL023C
YBR159W	YLR241W
YBR159W	YPL264C
YBR159W	YPR003C
YBR270C	YIL105C
YBR270C	YLR424W
YBR270C	YNL047C
YBR284W	YDL238C
YHR135C	YNL154C
YHR135C	YER079W
YHR135C	YGR111W
YHR135C	YGR154C
YHR135C	YJL207C
YHR135C	YMR226C
YHR135C	YNL116W
YHR135C	YNL093W
YNL154C	YER079W
YCL046W	YPL208W
YCL056C	YDL157C
YCR007C	YCR061W
YCR007C	YDR107C
YCR095C	YHL029C
YDL071C	YEL068C
YDL071C	YGR269W
YDL089W	YPR028W
YDL237W	YPR148C
YDR018C	YDR479C
YDR084C	YGL161C
YDR107C	YOL015W
YDR128W	YHR033W
YDR307W	YKL065C
YDR307W	YHR140W
YDR307W	YJL091C
YDR332W	YMR074C
YDR370C	YFL049W
YDR413C	YGR151C
YDR455C	YLR173W
YDR527W	YOL131W
YEL004W	YPL264C
YEL041W	YHR115C
YER064C	YNL157W
YER064C	YPR125W
YER152C	YJL107C
YKL065C	YHR140W
YKL065C	YLL023C
YKL065C	YPL264C
YFL030W	YIL077C
YFR003C	YPR050C
YFR042W	YNR025C
YGL161C	YPL095C
YGL161C	YNL304W
YGL161C	YFL038C
YGL161C	YKR014C
YGL161C	YNL093W
YGL179C	YKR096W
YGL204C	YMR209C
YGR237C	YLR128W
YGR243W	YHR016C
YHL010C	YKR017C
YHL044W	YKR035C
YHR034C	YLR241W
YHR115C	YNL116W
YHR115C	YOR215C
YHR140W	YIL023C
YHR140W	YLR343W
YHR140W	YOL003C
YHR140W	YPR028W
YHR140W	YPL264C
YNL263C	YPR028W
YNL263C	YNL304W
YNL263C	YFL038C
YNL263C	YKR014C
YNL263C	YNL093W
YIL023C	YLL023C
YIL024C	YNL092W
YIL105C	YNL047C
YIL171W	YPR028W
YJR083C	YHR016C
YKL153W	YNL092W
YKL174C	YLR345W
YKR065C	YLR241W
YLL023C	YLL056C
YLL023C	YPR028W
YLL047W	YMR069W
YLR064W	YHR016C
YLR287C	YNL092W
YLR385C	YLR424W
YMR009W	YPL222W
YMR322C	YNL260C
YNL208W	YOR285W
YNL266W	YOL131W
YOL003C	YPL264C
YPR028W	YPL264C
YKR014C	YNL093W
